latitudeAirport,longitudeAirport,nameAirport,nameCountry
-2.612613,-53.742637,unkown,unkown
-2.612613,-52.840799,unkown,unkown
-2.612613,-51.93896,unkown,unkown
-2.612613,-51.037122,unkown,unkown
-2.612613,-50.135284,unkown,unkown
-2.612613,-49.233445,unkown,unkown
-2.612613,-48.331607,unkown,unkown
-2.612613,-47.429769,unkown,unkown
-2.612613,-46.52793,unkown,unkown
-2.612613,-45.626092,unkown,unkown
-2.612613,-44.724254,unkown,unkown
-2.612613,-43.822416,unkown,unkown
-2.612613,-42.920577,unkown,unkown
-2.612613,-42.018739,unkown,unkown
-2.612613,-41.116901,unkown,unkown
-2.612613,-40.215062,unkown,unkown
-2.612613,-39.313224,unkown,unkown
-2.612613,-38.411386,unkown,unkown
-2.612613,-37.509547,unkown,unkown
-2.612613,-36.607709,unkown,unkown
-2.612613,-35.705871,unkown,unkown
-2.612613,-34.804032,unkown,unkown
-2.612613,-33.902194,unkown,unkown
-2.612613,-33.000356,unkown,unkown
-2.612613,-32.098517,unkown,unkown
-2.612613,-31.196679,unkown,unkown
-2.612613,-30.294841,unkown,unkown
-2.612613,-29.393003,unkown,unkown
-2.612613,-28.491164,unkown,unkown
-2.612613,-27.589326,unkown,unkown
-2.612613,-26.687488,unkown,unkown
-2.612613,-25.785649,unkown,unkown
-2.612613,-24.883811,unkown,unkown
-2.612613,-23.981973,unkown,unkown
-2.612613,-23.080134,unkown,unkown
-2.612613,-22.178296,unkown,unkown
-2.612613,-21.276458,unkown,unkown
-2.612613,-20.374619,unkown,unkown
-2.612613,-19.472781,unkown,unkown
-2.612613,-18.570943,unkown,unkown
-2.612613,-17.669105,unkown,unkown
-2.612613,-16.767266,unkown,unkown
-2.612613,-15.865428,unkown,unkown
-2.612613,-14.96359,unkown,unkown
-2.612613,-14.061751,unkown,unkown
-2.612613,-13.159913,unkown,unkown
-2.612613,-12.258075,unkown,unkown
-2.612613,-11.356236,unkown,unkown
-2.612613,-10.454398,unkown,unkown
-2.612613,-9.55256,unkown,unkown
-2.612613,-8.650721,unkown,unkown
-2.612613,-7.748883,unkown,unkown
-2.612613,-6.847045,unkown,unkown
-2.612613,-5.945207,unkown,unkown
-2.612613,-5.043368,unkown,unkown
-2.612613,-4.14153,unkown,unkown
-2.612613,-3.239692,unkown,unkown
-2.612613,-2.337853,unkown,unkown
-2.612613,-1.436015,unkown,unkown
-2.612613,-0.534177,unkown,unkown
-2.612613,0.367662,unkown,unkown
-2.612613,1.2695,unkown,unkown
-2.612613,2.171338,unkown,unkown
-2.612613,3.073177,unkown,unkown
-2.612613,3.975015,unkown,unkown
-2.612613,4.876853,unkown,unkown
-2.612613,5.778691,unkown,unkown
-2.612613,6.68053,unkown,unkown
-2.612613,7.582368,unkown,unkown
-2.612613,8.484206,unkown,unkown
-2.612613,9.386045,unkown,unkown
-2.612613,10.287883,unkown,unkown
-2.612613,11.189721,unkown,unkown
-2.612613,12.09156,unkown,unkown
-2.612613,12.993398,unkown,unkown
-2.612613,13.895236,unkown,unkown
-2.612613,14.797075,unkown,unkown
-2.612613,15.698913,unkown,unkown
-2.612613,16.600751,unkown,unkown
-2.612613,17.502589,unkown,unkown
-2.612613,18.404428,unkown,unkown
-2.612613,19.306266,unkown,unkown
-2.612613,20.208104,unkown,unkown
-2.612613,21.109943,unkown,unkown
-2.612613,22.011781,unkown,unkown
-2.612613,22.913619,unkown,unkown
-2.612613,23.815458,unkown,unkown
-2.612613,24.717296,unkown,unkown
-2.612613,25.619134,unkown,unkown
-2.612613,26.520973,unkown,unkown
-2.612613,27.422811,unkown,unkown
-2.612613,28.324649,unkown,unkown
-2.612613,29.226487,unkown,unkown
-2.612613,30.128326,unkown,unkown
-2.612613,31.030164,unkown,unkown
-2.612613,31.932002,unkown,unkown
-2.612613,32.833841,unkown,unkown
-2.612613,33.735679,unkown,unkown
-2.612613,34.637517,unkown,unkown
-2.612613,35.539356,unkown,unkown
-2.612613,36.441194,unkown,unkown
-2.612613,37.343032,unkown,unkown
-2.612613,38.244871,unkown,unkown
-2.612613,39.146709,unkown,unkown
-2.612613,40.048547,unkown,unkown
-2.612613,40.950385,unkown,unkown
-2.612613,41.852224,unkown,unkown
-2.612613,42.754062,unkown,unkown
-2.612613,43.6559,unkown,unkown
-2.612613,44.557739,unkown,unkown
-2.612613,45.459577,unkown,unkown
-2.612613,46.361415,unkown,unkown
-2.612613,47.263254,unkown,unkown
-2.612613,48.165092,unkown,unkown
-2.612613,49.06693,unkown,unkown
-2.612613,49.968769,unkown,unkown
-2.612613,50.870607,unkown,unkown
-2.612613,51.772445,unkown,unkown
-2.612613,52.674283,unkown,unkown
-2.612613,53.576122,unkown,unkown
-2.612613,54.47796,unkown,unkown
-2.612613,55.379798,unkown,unkown
-2.612613,56.281637,unkown,unkown
-2.612613,57.183475,unkown,unkown
-2.612613,58.085313,unkown,unkown
-2.612613,58.987152,unkown,unkown
-2.612613,59.88899,unkown,unkown
-2.612613,60.790828,unkown,unkown
-2.612613,61.692667,unkown,unkown
-2.612613,62.594505,unkown,unkown
-2.612613,63.496343,unkown,unkown
-2.612613,64.398181,unkown,unkown
-2.612613,65.30002,unkown,unkown
-2.612613,66.201858,unkown,unkown
-2.612613,67.103696,unkown,unkown
-2.612613,68.005535,unkown,unkown
-2.612613,68.907373,unkown,unkown
-2.612613,69.809211,unkown,unkown
-2.612613,70.71105,unkown,unkown
-2.612613,71.612888,unkown,unkown
-2.612613,72.514726,unkown,unkown
-2.612613,73.416565,unkown,unkown
-2.612613,74.318403,unkown,unkown
-2.612613,75.220241,unkown,unkown
-2.612613,76.122079,unkown,unkown
-2.612613,77.023918,unkown,unkown
-2.612613,77.925756,unkown,unkown
-2.612613,78.827594,unkown,unkown
-2.612613,79.729433,unkown,unkown
-2.612613,80.631271,unkown,unkown
-2.612613,81.533109,unkown,unkown
-2.612613,82.434948,unkown,unkown
-2.612613,83.336786,unkown,unkown
-2.612613,84.238624,unkown,unkown
-2.612613,85.140463,unkown,unkown
-2.612613,86.042301,unkown,unkown
-2.612613,86.944139,unkown,unkown
-2.612613,87.845977,unkown,unkown
-2.612613,88.747816,unkown,unkown
-2.612613,89.649654,unkown,unkown
-2.612613,90.551492,unkown,unkown
-2.612613,91.453331,unkown,unkown
-2.612613,92.355169,unkown,unkown
-2.612613,93.257007,unkown,unkown
-2.612613,94.158846,unkown,unkown
-2.612613,95.060684,unkown,unkown
-2.612613,95.962522,unkown,unkown
-2.612613,96.864361,unkown,unkown
-2.612613,97.766199,unkown,unkown
-2.612613,98.668037,unkown,unkown
-2.612613,99.569875,unkown,unkown
-2.612613,100.471714,unkown,unkown
-2.612613,101.373552,unkown,unkown
-2.612613,102.27539,unkown,unkown
-2.612613,103.177229,unkown,unkown
-2.612613,104.079067,unkown,unkown
-2.612613,104.980905,unkown,unkown
-2.612613,105.882744,unkown,unkown
-2.612613,106.784582,unkown,unkown
-2.612613,107.68642,unkown,unkown
-2.612613,108.588259,unkown,unkown
-2.612613,109.490097,unkown,unkown
-2.612613,110.391935,unkown,unkown
-2.612613,111.293773,unkown,unkown
-2.612613,112.195612,unkown,unkown
-2.612613,113.09745,unkown,unkown
-2.612613,113.999288,unkown,unkown
-2.612613,114.901127,unkown,unkown
-2.612613,115.802965,unkown,unkown
-2.612613,116.704803,unkown,unkown
-2.612613,117.606642,unkown,unkown
-2.612613,118.50848,unkown,unkown
-2.612613,119.410318,unkown,unkown
-2.612613,120.312157,unkown,unkown
-2.612613,121.213995,unkown,unkown
-2.612613,122.115833,unkown,unkown
-2.612613,123.017671,unkown,unkown
-2.612613,123.91951,unkown,unkown
-2.612613,124.821348,unkown,unkown
-2.612613,125.723186,unkown,unkown
-2.612613,126.625025,unkown,unkown
-2.612613,127.526863,unkown,unkown
-2.612613,128.428701,unkown,unkown
-2.612613,129.33054,unkown,unkown
-2.612613,130.232378,unkown,unkown
-2.612613,131.134216,unkown,unkown
-2.612613,132.036055,unkown,unkown
-2.612613,132.937893,unkown,unkown
-2.612613,133.839731,unkown,unkown
-2.612613,134.741569,unkown,unkown
-2.612613,135.643408,unkown,unkown
-2.612613,136.545246,unkown,unkown
-2.612613,137.447084,unkown,unkown
-2.612613,138.348923,unkown,unkown
-2.612613,139.250761,unkown,unkown
-2.612613,140.152599,unkown,unkown
-2.612613,141.054438,unkown,unkown
-2.612613,141.956276,unkown,unkown
-2.612613,142.858114,unkown,unkown
-2.612613,143.759953,unkown,unkown
-2.612613,144.661791,unkown,unkown
-2.612613,145.563629,unkown,unkown
-2.612613,146.465467,unkown,unkown
-2.612613,147.367306,unkown,unkown
-2.612613,148.269144,unkown,unkown
-2.612613,149.170982,unkown,unkown
-2.612613,150.072821,unkown,unkown
-2.612613,150.974659,unkown,unkown
-2.612613,151.876497,unkown,unkown
-2.612613,152.778336,unkown,unkown
-2.612613,153.680174,unkown,unkown
-2.612613,154.582012,unkown,unkown
-2.612613,155.483851,unkown,unkown
-2.612613,156.385689,unkown,unkown
-2.612613,157.287527,unkown,unkown
-2.612613,158.189365,unkown,unkown
-2.612613,159.091204,unkown,unkown
-2.612613,159.993042,unkown,unkown
-2.612613,160.89488,unkown,unkown
-2.612613,161.796719,unkown,unkown
-2.612613,162.698557,unkown,unkown
-2.612613,163.600395,unkown,unkown
-2.612613,164.502234,unkown,unkown
-2.612613,165.404072,unkown,unkown
-2.612613,166.30591,unkown,unkown
-2.612613,167.207749,unkown,unkown
-2.612613,168.109587,unkown,unkown
-2.612613,169.011425,unkown,unkown
-2.612613,169.913263,unkown,unkown
-2.612613,170.815102,unkown,unkown
-2.612613,171.71694,unkown,unkown
-2.612613,172.618778,unkown,unkown
-2.612613,173.520617,unkown,unkown
-2.612613,174.422455,unkown,unkown
-2.612613,175.324293,unkown,unkown
-2.612613,176.226132,unkown,unkown
-2.612613,177.12797,unkown,unkown
-2.612613,178.029808,unkown,unkown
-2.612613,178.931647,unkown,unkown
-2.612613,179.833485,unkown,unkown
-1.711712,-180,unkown,unkown
-1.711712,-179.098697,unkown,unkown
-1.711712,-178.197394,unkown,unkown
-1.711712,-177.296091,unkown,unkown
-1.711712,-176.394788,unkown,unkown
-1.711712,-175.493485,unkown,unkown
-1.711712,-174.592181,unkown,unkown
-1.711712,-173.690878,unkown,unkown
-1.711712,-172.789575,unkown,unkown
-1.711712,-171.888272,unkown,unkown
-1.711712,-170.986969,unkown,unkown
-1.711712,-170.085666,unkown,unkown
-1.711712,-169.184363,unkown,unkown
-1.711712,-168.28306,unkown,unkown
-1.711712,-167.381757,unkown,unkown
-1.711712,-166.480454,unkown,unkown
-1.711712,-165.579151,unkown,unkown
-1.711712,-164.677848,unkown,unkown
-1.711712,-163.776544,unkown,unkown
-1.711712,-162.875241,unkown,unkown
-1.711712,-161.973938,unkown,unkown
-1.711712,-161.072635,unkown,unkown
-1.711712,-160.171332,unkown,unkown
-1.711712,-159.270029,unkown,unkown
-1.711712,-158.368726,unkown,unkown
-1.711712,-157.467423,unkown,unkown
-1.711712,-156.56612,unkown,unkown
-1.711712,-155.664817,unkown,unkown
-1.711712,-154.763514,unkown,unkown
-1.711712,-153.862211,unkown,unkown
-1.711712,-152.960907,unkown,unkown
-1.711712,-152.059604,unkown,unkown
-1.711712,-151.158301,unkown,unkown
-1.711712,-150.256998,unkown,unkown
-1.711712,-149.355695,unkown,unkown
-1.711712,-148.454392,unkown,unkown
-1.711712,-147.553089,unkown,unkown
-1.711712,-146.651786,unkown,unkown
-1.711712,-145.750483,unkown,unkown
-1.711712,-144.84918,unkown,unkown
-1.711712,-143.947877,unkown,unkown
-1.711712,-143.046574,unkown,unkown
-1.711712,-142.14527,unkown,unkown
-1.711712,-141.243967,unkown,unkown
-1.711712,-140.342664,unkown,unkown
-1.711712,-139.441361,unkown,unkown
-1.711712,-138.540058,unkown,unkown
-1.711712,-137.638755,unkown,unkown
-1.711712,-136.737452,unkown,unkown
-1.711712,-135.836149,unkown,unkown
-1.711712,-134.934846,unkown,unkown
-1.711712,-134.033543,unkown,unkown
-1.711712,-133.13224,unkown,unkown
-1.711712,-132.230937,unkown,unkown
-1.711712,-131.329633,unkown,unkown
-1.711712,-130.42833,unkown,unkown
-1.711712,-129.527027,unkown,unkown
-1.711712,-128.625724,unkown,unkown
-1.711712,-127.724421,unkown,unkown
-1.711712,-126.823118,unkown,unkown
-1.711712,-125.921815,unkown,unkown
-1.711712,-125.020512,unkown,unkown
-1.711712,-124.119209,unkown,unkown
-1.711712,-123.217906,unkown,unkown
-1.711712,-122.316603,unkown,unkown
-1.711712,-121.415299,unkown,unkown
-1.711712,-120.513996,unkown,unkown
-1.711712,-119.612693,unkown,unkown
-1.711712,-118.71139,unkown,unkown
-1.711712,-117.810087,unkown,unkown
-1.711712,-116.908784,unkown,unkown
-1.711712,-116.007481,unkown,unkown
-1.711712,-115.106178,unkown,unkown
-1.711712,-114.204875,unkown,unkown
-1.711712,-113.303572,unkown,unkown
-1.711712,-112.402269,unkown,unkown
-1.711712,-111.500966,unkown,unkown
-1.711712,-110.599662,unkown,unkown
-1.711712,-109.698359,unkown,unkown
-1.711712,-108.797056,unkown,unkown
-1.711712,-107.895753,unkown,unkown
-1.711712,-106.99445,unkown,unkown
-1.711712,-106.093147,unkown,unkown
-1.711712,-105.191844,unkown,unkown
-1.711712,-104.290541,unkown,unkown
-1.711712,-103.389238,unkown,unkown
-1.711712,-102.487935,unkown,unkown
-1.711712,-101.586632,unkown,unkown
-1.711712,-100.685329,unkown,unkown
-1.711712,-99.784025,unkown,unkown
-1.711712,-98.882722,unkown,unkown
-1.711712,-97.981419,unkown,unkown
-1.711712,-97.080116,unkown,unkown
-1.711712,-96.178813,unkown,unkown
-1.711712,-95.27751,unkown,unkown
-1.711712,-94.376207,unkown,unkown
-1.711712,-93.474904,unkown,unkown
-1.711712,-92.573601,unkown,unkown
-1.711712,-91.672298,unkown,unkown
-1.711712,-90.770995,unkown,unkown
-1.711712,-89.869692,unkown,unkown
-1.711712,-88.968388,unkown,unkown
-1.711712,-88.067085,unkown,unkown
-1.711712,-87.165782,unkown,unkown
-1.711712,-86.264479,unkown,unkown
-1.711712,-85.363176,unkown,unkown
-1.711712,-84.461873,unkown,unkown
-1.711712,-83.56057,unkown,unkown
-1.711712,-82.659267,unkown,unkown
-1.711712,-81.757964,unkown,unkown
-1.711712,-80.856661,unkown,unkown
-1.711712,-79.955358,unkown,unkown
-1.711712,-79.054055,unkown,unkown
-1.711712,-78.152751,unkown,unkown
-1.711712,-77.251448,unkown,unkown
-1.711712,-76.350145,unkown,unkown
-1.711712,-75.448842,unkown,unkown
-1.711712,-74.547539,unkown,unkown
-1.711712,-73.646236,unkown,unkown
-1.711712,-72.744933,unkown,unkown
-1.711712,-71.84363,unkown,unkown
-1.711712,-70.942327,unkown,unkown
-1.711712,-70.041024,unkown,unkown
-1.711712,-69.139721,unkown,unkown
-1.711712,-68.238418,unkown,unkown
-1.711712,-67.337114,unkown,unkown
-1.711712,-66.435811,unkown,unkown
-1.711712,-65.534508,unkown,unkown
-1.711712,-64.633205,unkown,unkown
-1.711712,-63.731902,unkown,unkown
-1.711712,-62.830599,unkown,unkown
-1.711712,-61.929296,unkown,unkown
-1.711712,-61.027993,unkown,unkown
-1.711712,-60.12669,unkown,unkown
-1.711712,-59.225387,unkown,unkown
-1.711712,-58.324084,unkown,unkown
-1.711712,-57.42278,unkown,unkown
-1.711712,-56.521477,unkown,unkown
-1.711712,-55.620174,unkown,unkown
-1.711712,-54.718871,unkown,unkown
-1.711712,-53.817568,unkown,unkown
-1.711712,-52.916265,unkown,unkown
-1.711712,-52.014962,unkown,unkown
-1.711712,-51.113659,unkown,unkown
-1.711712,-50.212356,unkown,unkown
-1.711712,-49.311053,unkown,unkown
-1.711712,-48.40975,unkown,unkown
-1.711712,-47.508447,unkown,unkown
-1.711712,-46.607143,unkown,unkown
-1.711712,-45.70584,unkown,unkown
-1.711712,-44.804537,unkown,unkown
-1.711712,-43.903234,unkown,unkown
-1.711712,-43.001931,unkown,unkown
-1.711712,-42.100628,unkown,unkown
-1.711712,-41.199325,unkown,unkown
-1.711712,-40.298022,unkown,unkown
-1.711712,-39.396719,unkown,unkown
-1.711712,-38.495416,unkown,unkown
-1.711712,-37.594113,unkown,unkown
-1.711712,-36.69281,unkown,unkown
-1.711712,-35.791506,unkown,unkown
-1.711712,-34.890203,unkown,unkown
-1.711712,-33.9889,unkown,unkown
-1.711712,-33.087597,unkown,unkown
-1.711712,-32.186294,unkown,unkown
-1.711712,-31.284991,unkown,unkown
-1.711712,-30.383688,unkown,unkown
-1.711712,-29.482385,unkown,unkown
-1.711712,-28.581082,unkown,unkown
-1.711712,-27.679779,unkown,unkown
-1.711712,-26.778476,unkown,unkown
-1.711712,-25.877173,unkown,unkown
-1.711712,-24.975869,unkown,unkown
-1.711712,-24.074566,unkown,unkown
-1.711712,-23.173263,unkown,unkown
-1.711712,-22.27196,unkown,unkown
-1.711712,-21.370657,unkown,unkown
-1.711712,-20.469354,unkown,unkown
-1.711712,-19.568051,unkown,unkown
-1.711712,-18.666748,unkown,unkown
-1.711712,-17.765445,unkown,unkown
-1.711712,-16.864142,unkown,unkown
-1.711712,-15.962839,unkown,unkown
-1.711712,-15.061536,unkown,unkown
-1.711712,-14.160232,unkown,unkown
-1.711712,-13.258929,unkown,unkown
-1.711712,-12.357626,unkown,unkown
-1.711712,-11.456323,unkown,unkown
-1.711712,-10.55502,unkown,unkown
-1.711712,-9.653717,unkown,unkown
-1.711712,-8.752414,unkown,unkown
-1.711712,-7.851111,unkown,unkown
-1.711712,-6.949808,unkown,unkown
-1.711712,-6.048505,unkown,unkown
-1.711712,-5.147202,unkown,unkown
-1.711712,-4.245898,unkown,unkown
-1.711712,-3.344595,unkown,unkown
-1.711712,-2.443292,unkown,unkown
-1.711712,-1.541989,unkown,unkown
-1.711712,-0.640686,unkown,unkown
-1.711712,0.260617,unkown,unkown
-1.711712,1.16192,unkown,unkown
-1.711712,2.063223,unkown,unkown
-1.711712,2.964526,unkown,unkown
-1.711712,3.865829,unkown,unkown
-1.711712,4.767132,unkown,unkown
-1.711712,5.668435,unkown,unkown
-1.711712,6.569739,unkown,unkown
-1.711712,7.471042,unkown,unkown
-1.711712,8.372345,unkown,unkown
-1.711712,9.273648,unkown,unkown
-1.711712,10.174951,unkown,unkown
-1.711712,11.076254,unkown,unkown
-1.711712,11.977557,unkown,unkown
-1.711712,12.87886,unkown,unkown
-1.711712,13.780163,unkown,unkown
-1.711712,14.681466,unkown,unkown
-1.711712,15.582769,unkown,unkown
-1.711712,16.484072,unkown,unkown
-1.711712,17.385376,unkown,unkown
-1.711712,18.286679,unkown,unkown
-1.711712,19.187982,unkown,unkown
-1.711712,20.089285,unkown,unkown
-1.711712,20.990588,unkown,unkown
-1.711712,21.891891,unkown,unkown
-1.711712,22.793194,unkown,unkown
-1.711712,23.694497,unkown,unkown
-1.711712,24.5958,unkown,unkown
-1.711712,25.497103,unkown,unkown
-1.711712,26.398406,unkown,unkown
-1.711712,27.299709,unkown,unkown
-1.711712,28.201013,unkown,unkown
-1.711712,29.102316,unkown,unkown
-1.711712,30.003619,unkown,unkown
-1.711712,30.904922,unkown,unkown
-1.711712,31.806225,unkown,unkown
-1.711712,32.707528,unkown,unkown
-1.711712,33.608831,unkown,unkown
-1.711712,34.510134,unkown,unkown
-1.711712,35.411437,unkown,unkown
-1.711712,36.31274,unkown,unkown
-1.711712,37.214043,unkown,unkown
-1.711712,38.115346,unkown,unkown
-1.711712,39.01665,unkown,unkown
-1.711712,39.917953,unkown,unkown
-1.711712,40.819256,unkown,unkown
-1.711712,41.720559,unkown,unkown
-1.711712,42.621862,unkown,unkown
-1.711712,43.523165,unkown,unkown
-1.711712,44.424468,unkown,unkown
-1.711712,45.325771,unkown,unkown
-1.711712,46.227074,unkown,unkown
-1.711712,47.128377,unkown,unkown
-1.711712,48.02968,unkown,unkown
-1.711712,48.930984,unkown,unkown
-1.711712,49.832287,unkown,unkown
-1.711712,50.73359,unkown,unkown
-1.711712,51.634893,unkown,unkown
-1.711712,52.536196,unkown,unkown
-1.711712,53.437499,unkown,unkown
-1.711712,54.338802,unkown,unkown
-1.711712,55.240105,unkown,unkown
-1.711712,56.141408,unkown,unkown
-1.711712,57.042711,unkown,unkown
-1.711712,57.944014,unkown,unkown
-1.711712,58.845317,unkown,unkown
-1.711712,59.746621,unkown,unkown
-1.711712,60.647924,unkown,unkown
-1.711712,61.549227,unkown,unkown
-1.711712,62.45053,unkown,unkown
-1.711712,63.351833,unkown,unkown
-1.711712,64.253136,unkown,unkown
-1.711712,65.154439,unkown,unkown
-1.711712,66.055742,unkown,unkown
-1.711712,66.957045,unkown,unkown
-1.711712,67.858348,unkown,unkown
-1.711712,68.759651,unkown,unkown
-1.711712,69.660954,unkown,unkown
-1.711712,70.562258,unkown,unkown
-1.711712,71.463561,unkown,unkown
-1.711712,72.364864,unkown,unkown
-1.711712,73.266167,unkown,unkown
-1.711712,74.16747,unkown,unkown
-1.711712,75.068773,unkown,unkown
-1.711712,75.970076,unkown,unkown
-1.711712,76.871379,unkown,unkown
-1.711712,77.772682,unkown,unkown
-1.711712,78.673985,unkown,unkown
-1.711712,79.575288,unkown,unkown
-1.711712,80.476591,unkown,unkown
-1.711712,81.377895,unkown,unkown
-1.711712,82.279198,unkown,unkown
-1.711712,83.180501,unkown,unkown
-1.711712,84.081804,unkown,unkown
-1.711712,84.983107,unkown,unkown
-1.711712,85.88441,unkown,unkown
-1.711712,86.785713,unkown,unkown
-1.711712,87.687016,unkown,unkown
-1.711712,88.588319,unkown,unkown
-1.711712,89.489622,unkown,unkown
-1.711712,90.390925,unkown,unkown
-1.711712,91.292228,unkown,unkown
-1.711712,92.193532,unkown,unkown
-1.711712,93.094835,unkown,unkown
-1.711712,93.996138,unkown,unkown
-1.711712,94.897441,unkown,unkown
-1.711712,95.798744,unkown,unkown
-1.711712,96.700047,unkown,unkown
-1.711712,97.60135,unkown,unkown
-1.711712,98.502653,unkown,unkown
-1.711712,99.403956,unkown,unkown
-1.711712,100.305259,unkown,unkown
-1.711712,101.206562,unkown,unkown
-1.711712,102.107866,unkown,unkown
-1.711712,103.009169,unkown,unkown
-1.711712,103.910472,unkown,unkown
-1.711712,104.811775,unkown,unkown
-1.711712,105.713078,unkown,unkown
-1.711712,106.614381,unkown,unkown
-1.711712,107.515684,unkown,unkown
-1.711712,108.416987,unkown,unkown
-1.711712,109.31829,unkown,unkown
-1.711712,110.219593,unkown,unkown
-1.711712,111.120896,unkown,unkown
-1.711712,112.022199,unkown,unkown
-1.711712,112.923503,unkown,unkown
-1.711712,113.824806,unkown,unkown
-1.711712,114.726109,unkown,unkown
-1.711712,115.627412,unkown,unkown
-1.711712,116.528715,unkown,unkown
-1.711712,117.430018,unkown,unkown
-1.711712,118.331321,unkown,unkown
-1.711712,119.232624,unkown,unkown
-1.711712,120.133927,unkown,unkown
-1.711712,121.03523,unkown,unkown
-1.711712,121.936533,unkown,unkown
-1.711712,122.837836,unkown,unkown
-1.711712,123.73914,unkown,unkown
-1.711712,124.640443,unkown,unkown
-1.711712,125.541746,unkown,unkown
-1.711712,126.443049,unkown,unkown
-1.711712,127.344352,unkown,unkown
-1.711712,128.245655,unkown,unkown
-1.711712,129.146958,unkown,unkown
-1.711712,130.048261,unkown,unkown
-1.711712,130.949564,unkown,unkown
-1.711712,131.850867,unkown,unkown
-1.711712,132.75217,unkown,unkown
-1.711712,133.653473,unkown,unkown
-1.711712,134.554777,unkown,unkown
-1.711712,135.45608,unkown,unkown
-1.711712,136.357383,unkown,unkown
-1.711712,137.258686,unkown,unkown
-1.711712,138.159989,unkown,unkown
-1.711712,139.061292,unkown,unkown
-1.711712,139.962595,unkown,unkown
-1.711712,140.863898,unkown,unkown
-1.711712,141.765201,unkown,unkown
-1.711712,142.666504,unkown,unkown
-1.711712,143.567807,unkown,unkown
-1.711712,144.46911,unkown,unkown
-1.711712,145.370414,unkown,unkown
-1.711712,146.271717,unkown,unkown
-1.711712,147.17302,unkown,unkown
-1.711712,148.074323,unkown,unkown
-1.711712,148.975626,unkown,unkown
-1.711712,149.876929,unkown,unkown
-1.711712,150.778232,unkown,unkown
-1.711712,151.679535,unkown,unkown
-1.711712,152.580838,unkown,unkown
-1.711712,153.482141,unkown,unkown
-1.711712,154.383444,unkown,unkown
-1.711712,155.284747,unkown,unkown
-1.711712,156.186051,unkown,unkown
-1.711712,157.087354,unkown,unkown
-1.711712,157.988657,unkown,unkown
-1.711712,158.88996,unkown,unkown
-1.711712,159.791263,unkown,unkown
-1.711712,160.692566,unkown,unkown
-1.711712,161.593869,unkown,unkown
-1.711712,162.495172,unkown,unkown
-1.711712,163.396475,unkown,unkown
-1.711712,164.297778,unkown,unkown
-1.711712,165.199081,unkown,unkown
-1.711712,166.100385,unkown,unkown
-1.711712,167.001688,unkown,unkown
-1.711712,167.902991,unkown,unkown
-1.711712,168.804294,unkown,unkown
-1.711712,169.705597,unkown,unkown
-1.711712,170.6069,unkown,unkown
-1.711712,171.508203,unkown,unkown
-1.711712,172.409506,unkown,unkown
-1.711712,173.310809,unkown,unkown
-1.711712,174.212112,unkown,unkown
-1.711712,175.113415,unkown,unkown
-1.711712,176.014718,unkown,unkown
-1.711712,176.916022,unkown,unkown
-1.711712,177.817325,unkown,unkown
-1.711712,178.718628,unkown,unkown
-1.711712,179.619931,unkown,unkown
-0.810811,-180,unkown,unkown
-0.810811,-179.099009,unkown,unkown
-0.810811,-178.198018,unkown,unkown
-0.810811,-177.297027,unkown,unkown
-0.810811,-176.396036,unkown,unkown
-0.810811,-175.495044,unkown,unkown
-0.810811,-174.594053,unkown,unkown
-0.810811,-173.693062,unkown,unkown
-0.810811,-172.792071,unkown,unkown
-0.810811,-171.89108,unkown,unkown
-0.810811,-170.990089,unkown,unkown
-0.810811,-170.089098,unkown,unkown
-0.810811,-169.188107,unkown,unkown
-0.810811,-168.287115,unkown,unkown
-0.810811,-167.386124,unkown,unkown
-0.810811,-166.485133,unkown,unkown
-0.810811,-165.584142,unkown,unkown
-0.810811,-164.683151,unkown,unkown
-0.810811,-163.78216,unkown,unkown
-0.810811,-162.881169,unkown,unkown
-0.810811,-161.980178,unkown,unkown
-0.810811,-161.079187,unkown,unkown
-0.810811,-160.178195,unkown,unkown
-0.810811,-159.277204,unkown,unkown
-0.810811,-158.376213,unkown,unkown
-0.810811,-157.475222,unkown,unkown
-0.810811,-156.574231,unkown,unkown
-0.810811,-155.67324,unkown,unkown
-0.810811,-154.772249,unkown,unkown
-0.810811,-153.871258,unkown,unkown
-0.810811,-152.970267,unkown,unkown
-0.810811,-152.069275,unkown,unkown
-0.810811,-151.168284,unkown,unkown
-0.810811,-150.267293,unkown,unkown
-0.810811,-149.366302,unkown,unkown
-0.810811,-148.465311,unkown,unkown
-0.810811,-147.56432,unkown,unkown
-0.810811,-146.663329,unkown,unkown
-0.810811,-145.762338,unkown,unkown
-0.810811,-144.861346,unkown,unkown
-0.810811,-143.960355,unkown,unkown
-0.810811,-143.059364,unkown,unkown
-0.810811,-142.158373,unkown,unkown
-0.810811,-141.257382,unkown,unkown
-0.810811,-140.356391,unkown,unkown
-0.810811,-139.4554,unkown,unkown
-0.810811,-138.554409,unkown,unkown
-0.810811,-137.653418,unkown,unkown
-0.810811,-136.752426,unkown,unkown
-0.810811,-135.851435,unkown,unkown
-0.810811,-134.950444,unkown,unkown
-0.810811,-134.049453,unkown,unkown
-0.810811,-133.148462,unkown,unkown
-0.810811,-132.247471,unkown,unkown
-0.810811,-131.34648,unkown,unkown
-0.810811,-130.445489,unkown,unkown
-0.810811,-129.544498,unkown,unkown
-0.810811,-128.643506,unkown,unkown
