latitudeAirport,longitudeAirport,nameAirport,nameCountry
13.044167,109.33972,Dong Tac,
36.13333,-111.23333,Tuba City,United States
2.766667,-77.7,Timbiqui,Colombia
-4.2,143.51666,Timbunke,Papua New Guinea
-1.231944,174.78,Tabiteuea North,Kiribati
-5.274722,141.227,Tabubil,Papua New Guinea
12.31612,122.08056,Romblon,Philippines
24.315,-75.45361,New Bright,Bahamas
36.978333,8.876389,Tabarka,Tunisia
-15.65,130.48334,Timber Creek,Australia
-17.3,126.833336,Tableland,Australia
-3.25,112.583336,Tumbang Samba,Indonesia
37.74139,-92.14056,Forney AAF,United States
-5.0725,32.8375,Tabora,Tanzania
-3.566667,-80.416664,Tumbes,Peru
12.3,22.75,Tarabo,Papua New Guinea
32.490276,-81.73556,Statesboro-Bulloch County Airport,United States
41.674065,44.958958,Novo Alexeyevka International,Georgia
-4.233333,-69.933334,Internacional,Brazil
-21.24117,-175.14131,Fua'amotu International,
10.038889,169.94722,Tabal,Marshall Islands
52.716667,41.433334,Tambov,Russia
-26.066668,22.466667,Tsabong,Botswana
38.12285,46.244274,Tabriz,Iran
-19.638056,134.18083,Tennant Creek,Australia
26.735,-77.37222,Treasure Cay,Bahamas
35.166668,-103.73333,Tucumcari,United States
-2.933333,-69.76667,Tarapaca,Colombia
45.183334,28.816668,Tulcea,Romania
15.658889,-85.99472,Tocoa,Honduras
46.666668,83.333336,Tacheng,China
-2.816667,11,Tchibanga,Gabon
-4.016667,143.13333,Torembi Airport,Papua New Guinea
-4.083333,143.38333,Tinboli Airport,Papua New Guinea
33.22111,-87.61083,Van De Graaf,United States
47.176666,-122.56461,McChord AFB,United States
18.499722,-97.41778,Tehuacan,Mexico
1.816667,-78.76667,La Florida,Colombia
29.55,34.916668,Taba International,Egypt
-18.063334,-70.27889,Tacna,Peru
8.716667,78.03333,Tuticorin,India
33.13333,-107.25,Truth or Consequences,United States
62.99278,-156.06555,Takotna,United States
-29.283333,26.866667,Thaba Nchu,South Africa
-35.816666,145.6,Tocumwal,Australia
33.68,56.90139,Tabas,Iran
-19.983334,13,Terrace Bay,Namibia
24.939379,98.482025,Tuofeng,China
5.423611,-71.72444,Trinidad,Colombia
-8.997222,148.43333,Tetabedi,Papua New Guinea
-14.822613,-64.91931,Trinidad,Bolivia
9.5,126.00833,Tandag,Philippines
11.783333,42.9,Tadjoura,
45.15,78.433334,Taldy-Kurgan,Kazakhstan
-37.333332,-59.083332,Tandil,Argentina
-14.75,126.51667,Theda Station,Australia
46.433334,-122.85,Winlock,United States
15.543056,-61.309166,Trompeteros,Peru
-24.983334,150.08333,Theodore,Australia
-7.62281,142.86896,Sasereme,Papua New Guinea
-24.533333,31.3,Tanda Tula,South Africa
-21.7,43.733334,Tanandava,Madagascar
35.216667,-101.833336,Tradewind,United States
12.273953,102.31867,Trat,Thailand
41.65,-83.55,Toledo,United States
15.771667,-87.48778,Tela,Honduras
40.849724,-74.062225,Teterboro,United States
-24.315832,-50.65167,Telemaco Borba,Brazil
57.072224,8.703333,Thisted,Denmark
35.466667,8.15,Tbessa,
-21.713057,122.21222,Telfer,Australia
11.9,-0.316667,Tenkodogo,Burkina Faso
63.13333,-142.51666,Tetlin,United States
27.95,96.13333,Tezu,India
60.86667,-146.68333,Tatitlek,United States
5.583333,117.11667,Telupid,Malaysia
-34.416668,147.5,Temora,Australia
27.88369,109.29902,Tongren,China
-8.083333,146.06667,Terapo,Papua New Guinea
-5.85,146.5,Teptep,Papua New Guinea
40.966667,27.5,Corlu,Turkey
38.754074,-27.08757,Lajes Ab,Portugal
15.116667,36.683334,Tessenei,Eritrea
-16.103333,33.63889,Matundo,Mozambique
-45.419445,167.7264,Manapouri,New Zealand
37.933334,-107.816666,Telluride Regional,United States
65.88333,-23.45,Thingeyri,Iceland
26.710833,92.79611,Salonibari,India
-5.118333,141.41777,Tifalmin,Papua New Guinea
37.85358,15.28851,Taormina Harbour,Italy
-3.366667,-64.7,Tefe,Brazil
-9.05,149.33333,Tufi,Papua New Guinea
-17.85,-41.5,Teofilo Otoni,Brazil
-5.183333,141.63333,Telefomin,Papua New Guinea
28.488056,-16.345982,Norte Los Rodeos,Spain
30.1175,31.400833,Ramadan,Egypt
28.044443,-16.5725,Sur Reina Sofia,Spain
28.583332,61.36667,Taftan,Pakistan
1.416667,126.78333,Tagbita,Philippines
2.176315,111.20335,Tanjung Manis,Malaysia
42.368023,19.246023,Golubovci,Montenegro
32.466667,-85.683334,Sharpe Field,United States
5.380504,103.10642,Sultan Mahmood,Malaysia
-16.90361,168.54666,Tongoa,Vanuatu
-9.3,-76.01667,Tingo Maria,Peru
-21.098358,167.80293,Tiga,New Caledonia
47.243378,38.864017,Taganrog,Russia
-11.5,153.5,Tagula,Papua New Guinea
46.533333,24.533333,Transilvania,Romania
-38.2,146.56667,La Trobe Regional,Australia
43.55701,122.204605,Tongliao,China
61.59,89.97945,Podkamennaya Tunguska,Russia
-14.656389,-57.448612,Tangara da Serra,Brazil
33.058334,6.084722,Touggourt,
-24.616667,32.416668,Chokwe,Mozambique
-5.089444,39.07028,Tanga,Tanzania
14.060123,-87.21972,Toncontin,Honduras
42.416668,24.5,Targovishte,Bulgaria
16.56361,-93.0225,Llano San Juan,Mexico
35.36667,-86.183334,Tullahoma/William Northern Field,United States
-28.833332,29.5,Thaba-Tseka,Lesotho
6.066667,-8.133333,Tchien,Liberia
-5.06335,-42.821087,Senador Petr√?nio Portella,Brazil
-24.5,150.56667,Thangool,Australia
-38.2,174.71666,Taharoa,New Zealand
18.45,-9.5,Tichitt,Mauritania
0,0,Taishan Bus Station,China
17.4,104.816666,Thakhek,Laos
20.45,99.95,Tachilek,
39.183334,-91.98333,Thompsonfield,United States
58.266666,12.3,Trollhattan,Sweden
66.2,-15.333333,Thorshofn,Iceland
43.65,-108.21667,Hot Springs,United States
34.556236,105.86501,Maijishan,China
35.691532,51.32187,Mehrabad (Qualeh Morgeh),Iran
17.223057,99.82222,Sukhothai,Thailand
17.233334,-10.816667,Tamchakett,Mauritania
76.53333,-68.7,Pituffik,Greenland
39.95,-76.71667,York Airport,United States
8.569151,81.23291,Harbour SPB,Sri Lanka
65.79722,87.93528,Turukhansk,Russia
-22.883333,30.55,Thohoyandou,South Africa
14.872778,5.263889,Tahoua,Niger
41.419132,19.71328,Rinas Mother Teresa,Albania
8.633333,-72.73333,Tibu,Colombia
7.05,171.78334,Tinak Island,Marshall Islands
35.466667,1.35,Bouchekif Abde Al-hafidh Boussof,
7.201111,35.41528,Tippi,Ethiopia
21.480364,40.552685,Taif,Saudi Arabia
-15.118639,-148.2338,Tikehau Atoll,French Polynesia
32.86667,65.63333,Tirinkot,Afghanistan
32.546284,-116.97466,General A. L. Rodriguez International,Mexico
35.416668,-97.38333,Tinker AFB,United States
50.5,-1.03,Inverlake,Canada
-4.525666,136.88748,Timika,Indonesia
27.716667,-8.166667,Tindouf,
20,96,Tilin,
14.994319,145.62634,Tinian International,Northern Mariana Islands
13.635721,79.54293,Tirupati,India
-10.5,142.05,Thursday Island,Australia
-44.303448,171.22632,Timaru,New Zealand
42.40361,18.725555,Tivat,Montenegro
47.270557,-122.57306,Industrial,United States
28.512222,-80.799446,Space Coast Regional,United States
18.566668,-11.416667,Tidjikja,Mauritania
-5.860556,142.94055,Tari,Papua New Guinea
-21.554167,-64.745834,Tarija,Bolivia
2.916667,99.73333,Tanjung Balai,Indonesia
9.408333,-78.48889,Ticantiki,Panama
-1.4,103.96667,Tanjung Warukin,Indonesia
35.509167,134.78972,Tajima,Japan
15.925833,-85.939445,Capiro,Honduras
39.084158,117.200983,Tianjin Bus Station,China
40.302223,36.36778,Tokat,Turkey
57.181828,65.35024,Roschino,Russia
-15.850556,-142.26694,Takume,French Polynesia
-2.75,107.65,Bulutumbang,Indonesia
2.85,117.36667,Tanjung Selor,Indonesia
37.988335,69.80666,Kulyab,Tajikistan
10.8,79.2,Thanjavur,India
62.322224,-150.09,Talkeetna,United States
-7.666667,146.55,Tekadu,Papua New Guinea
4.116667,9.333333,Tiko,Cameroon
4.891667,-1.775,Takoradi,Ghana
57.783333,-135.21666,Tenakee SPB,United States
39.325,-120.14167,Truckee-Tahoe,United States
-5.242783,105.1758,Branti,Indonesia
15.25,100.35,Nakhon Sawan,Thailand
55.9375,-133.325,Tokeen,United States
63.3,-143,Tok,United States
7.457446,151.84201,Truk,Micronesia
58,-134,Taku SPB,United States
17.226389,-89.605,El Peten,Guatemala
27.833332,128.88333,Tokunoshima,Japan
-29.233334,28.883333,Tlokoeng,Lesotho
-15.45,-145.14166,Takapoto,French Polynesia
-4.885,29.67,Kigoma,Tanzania
26.016666,88.4,Thakurgaon,Bangladesh
34.139023,134.59483,Tokushima,Japan
16.878332,99.15222,Tak,Thailand
60.512794,22.28098,Turku,Finland
-17.283333,-138.33333,Tatakoto,French Polynesia
-5.25,142.15,Tekin,Papua New Guinea
-14.457749,-145.0264,Takaroa,French Polynesia
-17.066668,128.25,Turkey Creek,Australia
-38.216667,175.83333,Tokoroa,New Zealand
65.27167,-166.355,Teller,United States
34.13333,72.816666,Tarbela,Pakistan
19.283333,-99.666664,Licenciado Adolfo Lopez Mateos International,Mexico
-22.183332,29.116667,Limpopo Valley,Botswana
-23.389723,43.724167,Tulear,Madagascar
63.666668,-152.5,Telida,United States
-9.1,160.15,Tulagi Island,Solomon Islands
30.395782,-84.34444,Tallahassee Regional Airport,United States
1.033333,120.816666,Tolitoli,Indonesia
62.885277,-155.96806,Tatalina AFS,United States
59.416622,24.798702,Ulemiste,Estonia
35.016666,-1.45,Zenata,
43.09349,6.159303,Le Palyvestre,France
-4.983333,152.03334,Tol,Papua New Guinea
-4.783333,141.01666,Tumolbil,Papua New Guinea
43.0303,89.0972,Jiaohe,China
36.216667,-119.35,Mefford Field,United States
43.63007,1.374321,Blagnac,France
61.09889,-160.96472,Tuluksak,United States
9.516667,-75.583336,Tolu,Colombia
32.000454,34.870743,Ben Gurion International,Israel
-5.366667,150.01666,Talasea,Papua New Guinea
-35.466667,-71.666664,Talca,
44.81465,136.28928,Plastun,Russia
-18.166668,-47.95,Catalao,Brazil
31.433332,-83.48333,Henry Tift Myers,United States
25.65,-80.433334,Tamiami,United States
-9.340278,119.18306,Tjilik Riwut,Indonesia
16.236668,-8.154167,Timbedra,Mauritania
6.5,-71.76667,Tame,Colombia
5.4,118.65,Tomanggong,Malaysia
-6.083333,140.26666,Tanahmerah,Indonesia
27.3,87.2,Tumling Tar,Nepal
37.280502,67.318954,Termez,Uzbekistan
15.566667,108.48333,Tamky,
9.406944,-0.879167,Tamale,Ghana
-18.11,49.392223,Tamatave,Madagascar
-2.483333,175.98334,Tamana Island,Kiribati
7.3,-61.5,Tumeremo,Venezuela
61.42045,23.617563,Tampere-pirkkala,Finland
14.783333,0.083333,Tambao,Burkina Faso
22.814722,5.459167,Aguemar,
0.378333,6.725,Sao Tome Island,Sao Tome and Principe
-1.916667,-55.583332,Trombetas,Brazil
9.733333,-85.01667,Tambor,Costa Rica
-31.0845,150.8485,Tamworth Regional Airport,Australia
29.233334,0.283333,Timimoun,
-3.95,138.41667,Tiom,Indonesia
-37.11667,175.56667,Thames,New Zealand
36.85769,117.20688,Jinan,China
-1.916667,116.2,Tanah Grogot,Indonesia
65.56389,-167.91888,Tin City Afs,United States
21.8,-80,Trinidad,Cuba
30.541111,130.95416,Tanegashima,Japan
48.75083,2.113056,Toussus-le-noble,France
35.726288,-5.912898,Boukhalef,Morocco
41.75,125.95,Tonghua Liuhe,China
24.564325,80.85181,Satna,India
0.919167,104.53611,Kidjang,Indonesia
60.57083,-165.26666,Tununak,United States
49.566666,25.6,Ternopol,Ukraine
-62.190556,-58.98639,Teniente R. Marsh Martin,Antarctica
22.948706,120.21571,Tainan,Taiwan
10.314033,-85.815475,Tamarindo,Costa Rica
34.11889,-115.935,Twentynine Palms,United States
4.7,-160.33333,Teraina,Kiribati
-18.799631,47.47503,Ivato International Airport,Madagascar
62,-127.666664,Tungsten,Canada
25.783333,-80.183334,Dade Collier,United States
41.7,-93.05,Newton Municipal Airport,United States
3.833333,-159.35,Tabuaeran,Kiribati
62.666195,-153.7112,Jumandy,Ecuador
13.533333,106.03333,Stung Treng,Cambodia
48.739723,98.275276,Tosontsengel,Mongolia
33.833332,-118.316666,Torrance Airport,United States
31.854168,23.917221,Tobruk,Libya
34.583332,-83.316666,Toccoa RG Letourneau Field,United States
2.75,104.166664,Tioman,Malaysia
33.916668,8.133333,Tozeur,Tunisia
56.5,84.96667,Tomsk,Russia
59.056667,-160.38222,Togiak Village,United States
-13.166667,166.75,Torres Airstrip,Vanuatu
31.8,-85.96667,Troy Municipal Airport,United States
40.455555,-3.546667,Torrejon AFB,Spain
-6.233333,155.33333,Torokina,Papua New Guinea
41.5925,-83.8069,Toledo Express,United States
16.732222,-3.005278,Tombouctou,Mali
-6.35,155.59166,Tonu,Papua New Guinea
8.833333,-82.96667,San Vito,Costa Rica
39.06972,-95.6225,Philip Billard,United States
-22.13611,-70.061386,Barriles,
42.066666,-104.183334,Torrington Municipal Airport,United States
69.67983,18.907343,Tromso/langnes,Norway
5.883333,-56.316666,Coronie,Suriname
-20.8,165.25,Touho,New Caledonia
18.45,-64.583336,West End SPB,British Virgin Islands
-24.69861,-53.69611,Toledo,Brazil
58.13333,68.23333,Tobolsk,Russia
36.64245,137.18945,Toyama,Japan
8.283333,-7.683333,Touba,
27.97987,-82.535416,Tampa International,United States
-1.416667,-76.78333,Tarapoa,Ecuador
25.07639,121.22389,Taiwan Taoyuan International (Chiang Kai Shek International),Taiwan
27.95,-82.45,Peter O'Knight,United States
4.85,100.73333,Taiping,Malaysia
38.066666,-117.23333,Tonopah Airport,United States
-8.366667,146.98334,Tapini,Papua New Guinea
27.35,87.683334,Taplejung Suketar,Nepal
3.266667,97.183334,Tapaktuan,Indonesia
31.150278,-97.409164,Draughon-miller Central Texas Regional,United States
-0.766667,-75.53333,Tiputini,Ecuador
60.166668,-154.33333,Tanalian Point,United States
-6.511111,-76.39861,Tarapoto,Peru
21.5,-104.9,Tepic,Mexico
-22.75,117.666664,Tom Price,Australia
37.901386,12.495865,Birgi,Italy
6.483333,-8.866667,Tapeta,Liberia
28.55,81.191666,Tikapur,Nepal
-16.283333,-151.83333,Tupai,French Polynesia
45.0705621,7.6866186,Porta Nuova Railway Station,Italy
33.3381,43.5969,Al Taqaddum AB,Iraq
64.92134,77.797356,Tarko-Sale,Russia
36.766666,69.53333,Taluqan,Afghanistan
42.11667,15.483333,San Domino Island,Italy
0.733333,-75.23333,Tres Esquinas,Colombia
24.65,124.7,Tarama,Japan
8.078333,-76.748055,Gonzalo,Colombia
25.563066,-103.39874,Francisco Sarabia,Mexico
63.454285,10.917863,V√?rnes,Norway
56.500557,-6.871389,Tiree,United Kingdom
59.178085,10.251807,Sandefjord,Norway
-37.67093,176.19772,Tauranga,New Zealand
35.81278,-117.325836,Trona,United States
36.48111,-82.40785,Tri-cities Regional,United States
-5.616667,141.05,Tarakbits,Papua New Guinea
3.327222,117.56528,Juwata,Indonesia
32.735832,-96.275,Terrell Field,United States
33.630554,-116.93611,Thermal,United States
45.191456,7.643049,Sandro Pertini (caselle),Italy
-31.890272,152.50896,Taree,Australia
0,0,Coast Guard Heliport,United States
-8.1,-70.75,Tarauaca,Brazil
8.536944,81.183334,China Bay,Sri Lanka
45.82078,13.485678,Ronchi Dei Legionari,Italy
41.716667,-112.166664,Tremonton,United States
-8.09,-79.115,Trujillo,Peru
8.476126,76.91907,Thiruvananthapuram International,India
1.358333,172.94167,Bonriki,Kiribati
40.083332,-93.61667,Memorial,United States
0.7,34.183334,Tororo,Uganda
10.762168,78.70724,Civil,India
25.06279,121.551926,Taipei Songshan (Sung Shan),Taiwan
-19.266666,17.733334,Tsumeb,Namibia
-2.383333,-77.5,Taisha,Ecuador
-22.616667,30.166668,Tshipise,South Africa
51.02781,71.4612,Astana,Kazakhstan
45.655113,12.204444,S. Angelo,Italy
63.35,-143.5,Intermediate,United States
-6.441111,20.797222,Tshikapa,Democratic Republic of the Congo
-6.85,146.35,Tsili Tsili,Papua New Guinea
34.28615,129.32637,Tsushima,Japan
21.983334,-98.75,Tamuin,Mexico
36.459167,-105.67528,Taos,United States
39.122627,117.3399,Tianjin Binhai International,China
49.945557,-6.331389,Tresco,United Kingdom
35.1375,-118.441666,Kern County,United States
-29.3325,-49.746113,Torres,Brazil
45.809925,21.32012,Timisoara (traian Vuia) International,Romania
40.766666,-74.166664,East 34th St Heliport,United States
7.5,99.61667,Trang,Thailand
-1.416667,174.83333,Tabiteuea South,Kiribati
-19.256506,146.7708,Townsville International,Australia
-6.966667,146.03334,Tsewi,Papua New Guinea
-0.083333,117.433334,Tanjung Santan,Indonesia
-7.3,108.2,Tasikmalaya,Indonesia
47.733334,101.76667,Tsetserleg,Mongolia
28.45,-11.083333,Tan Tan,Morocco
39.916668,9.683333,Arbatax,Italy
-25.517778,-70.42222,Taltal,
45.9,-122.65,Troutdale,United States
0.8,127.4,Babullah,Indonesia
-22.533333,-63.833332,Tartagal,Argentina
17.633333,54,Thumrait,Oman
-17.083332,-149.5,Tetiaroa Island,French Polynesia
35.525913,134.16756,Tottori,Japan
51.583332,-0.083333,Hale Railway Station,United Kingdom
-16.833332,179,Turtle Island,
5.716667,-72.1,Tablon De Tamara,Colombia
40.278057,-74.8125,Trenton Mercer Airport,United States
45.8,-97.75,Britton Municipal Airport,United States
10.566667,-83.51667,Tortuquero,Costa Rica
-3.042564,119.82094,Tana Toraja,Indonesia
-16.733334,47.6,Tsaratanana,Madagascar
22.75,121.1,Taitung,Taiwan
35.583332,-5.316667,Sania Ramel,Morocco
63.39111,-148.95556,Tissa Tank,Sri Lanka
0.8,-77.71667,Tulcan,Ecuador
-23.35,-149.46666,Tubuai,French Polynesia
-26.833332,-65.2,Benj Matienzo,Argentina
13.736111,-13.658333,Tambacounda,Senegal
9.5725,-79.48722,Tupile,Panama
47.428333,0.7275,St Symphorien,France
17.641111,121.73167,Tuguegarao,Philippines
35.36667,-86.21667,Arnold AFS,United States
31.68873,38.73383,Turaif,Saudi Arabia
5.833333,35.566666,Tum,Ethiopia
25.983334,63.066666,Turbat International Airport,Pakistan
36.189808,-95.8901,Tulsa International,United States
-35.3,148.21666,Tumut,Australia
36.847622,10.21709,Carthage,Tunisia
-38.741432,176.08235,Taupo,New Zealand
34.25889,-88.76722,Lemons Municipalcipal,United States
13,-3,Tougan,Burkina Faso
-3.7,-49.733334,Tucurui,Brazil
32.12069,-110.93737,Tucson International Airport,United States
28.375784,36.608288,Tabuk,Saudi Arabia
9.091667,-62.05,Tucupita,Venezuela
8.833333,-77.666664,Tubala,Panama
55.1,-121.083336,Tumbler Ridge,Canada
20.216667,-87.46667,Tulum,Mexico
-17.849443,44.919167,Morafenobe,Madagascar
44.744083,-85.58035,Cherry Capital Airport,United States
48.066113,-96.185,Thief River Falls Regional Airport,United States
30.9025,-83.880554,Thomasville Municipal Airport,United States
38.89417,-119.994446,South Lake Tahoe,United States
39.724,117.99345,Sannuhe,China
-16.693056,179.87416,Matei,
14.1,98.2,Dawe,
59.166668,-159.99167,Twin Hills,United States
-27.542221,151.9139,Toowoomba,Australia
48.11667,-122.76667,Port Townsend,United States
65.73333,-164.85,Taylor,United States
42.481945,-114.486664,Joslin Field - Magic Valley Regional,United States
33.425,-118.50833,Two Harbors,United States
-26.4,153.05,Tewantin,Australia
-17.366667,143.75,Torwood,Australia
5.044958,119.74403,Tawitawi,Philippines
4.26275,117.884865,Tawau,Malaysia
-7.266667,146.06667,Tawa,Papua New Guinea
-44.234165,170.11722,Pukaki/Twizel,New Zealand
-7.133333,-37.183334,Teixeira de Freitas,Brazil
24.15,120.64611,Taichung,Taiwan
33.45639,-93.98917,Texarkana Municipal,United States
52.553944,13.291722,Berlin-tegel / Otto Lilienthal,Germany
-1.433333,132.01666,Teminabuan,Indonesia
29.72962,118.25646,Tunxi,China
-25.85,141.91667,Tanbar,Australia
4.433333,-7.366667,Tabou,
54.2,37.61667,Tula,Russia
-29.456944,142.06223,Tibooburra,Australia
55.283333,124.73333,Tynda,Russia
61.016666,-151.33333,Tyonek,United States
60.154484,12.99661,Torsby Airport,Sweden
-26.098612,143.45555,Thylungra,Australia
-4.564722,-81.25278,Talara,Peru
24.15,-76.433334,Staniel Cay,Bahamas
37.754997,112.62585,Taiyuan,China
-22.283333,137.96666,Tobermorey,Australia
32.351597,-95.41012,Tyler Pounds Regional Airport,United States
35.80565,-83.98973,Mc Ghee Tyson,United States
-33.266666,-54.283333,Treinta-y-Tres,Uruguay
34.466667,-110.083336,Taylor,United States
17.51639,-88.191666,Municipal,Belize
43.45861,-83.44528,Tuscola Area,United States
44.40972,18.709167,Tuzla International,Bosnia and Herzegovina
21.166668,-88.15,Tizimin,Mexico
24.165,-77.58528,South Andros,Bahamas
-18.34797,45.01266,Tsimiroro,Madagascar
40.99419,39.78168,Trabzon,Turkey
37.00028,35.41833,Adana-Incirlik Airbase,Turkey
32.45,-114.8,San Luis Rio Colorado,Mexico
-6.233333,144.65,Mount Aue,Papua New Guinea
-8.933333,-139.55,Ua Huka,French Polynesia
-9.3,125.28333,Suai,East Timor
61.166668,-45.316666,Narsarsuaq,Greenland
-11,22.5,Luau,Angola
13.466667,144.76666,Andersen AFB,Guam
-9.343477,-140.08125,Ua Pou,French Polynesia
-31.55,-68.51667,San Juan,Argentina
51.15371,51.538563,Bouarfa,Morocco
0.466667,37.55,Samburu,Kenya
17.393888,-89.632774,Uaxactun,Guatemala
-19.776388,-47.958332,Uberaba,Brazil
-9.95,142.18333,Mabuiag Island,Australia
-6.716667,155.7,Buin,Papua New Guinea
33.933395,131.27489,Ube,Japan
15.246491,104.87068,Muang Ubon,Thailand
-3.666667,140.85,Ubrub,Indonesia
33.466667,-88.38333,Lowndes County,United States
-23.433332,-45.083332,Ubatuba,Brazil
-14.3,126.65,Kalumburu,Australia
37,-116.05,Yucca Flat,United States
30.5,-92.416664,Eunice,United States
50.75,25.333332,Lutsk,Ukraine
5.95,-10.033333,Buchanan,Liberia
63.566666,53.8,Ukhta,Russia
36.433334,-89.05,Everett-Stewart,United States
-18.183332,144.6,Undarra,Australia
33.735832,-116.26722,Bermuda Dunes,United States
51.666668,5.616667,Volkel,Netherlands
-18.9,-48.233334,Eduardo Gomes,Brazil
48.63762,22.273214,Uzhgorod,Ukraine
46.033333,13.183333,Airfield,Italy
19.133333,103.816666,Udomxay,Laos
24.61919,73.891266,Dabok,India
-42.083332,145.55,Queenstown,Australia
-17.847221,36.865555,Quelimane,Mozambique
65.9667,78.3667,Urengoy,Russia
26.365278,126.719444,Kumejima,Japan
38.7,-4.116667,Puertollano,Spain
43.038334,-88.23,Waukesha,United States
30.249266,66.949036,Quetta,Pakistan
54.565403,55.884544,Ufa International Airport,Russia
48.8,103.55,Bulgan,Mongolia
57.552223,-157.55112,Ugashik Bay,United States
41.584835,60.63303,Urgench,Uzbekistan
57.88333,-153.5,Uganik,United States
42.36667,-87.833336,Memorial,United States
-7.816667,15.15,Uige,Angola
57.533333,-157.41667,Ugashik,United States
43.752777,104.12778,Umnugobitour,Mongolia
-3.733333,137.03334,Zugapa,Indonesia
49.066666,17.45,Kunovice,Czech Republic
5.690556,-76.641945,Quibdo,Colombia
13.766111,109.22639,Qui Nhon,
16.091667,-86.8875,Utila,Honduras
58.13333,102.55,Ust-Ilimsk,Russia
47.9,-124.63333,Quillayute State,United States
39.944168,-91.19722,Quincy M Baldwin Field,United States
-0.145528,-78.49053,Mariscal Sucre,Ecuador
47.974445,-4.170833,Pluguffan,France
-17,168.16667,Quine Hill,Vanuatu
-31.5,150.51666,Quirindi,Australia
5.833333,169.61667,Jaluit Island,Marshall Islands
9.083333,165.66667,Ujae Island,Marshall Islands
0,0,Uljin,South Korea
-4.3,39.566666,Ukunda,Kenya
34.6373,135.2284,Kobe,Japan
19.37,56.4,Mukhaizna,Oman
39.126667,-123.2,Ukiah,United States
50.025723,82.5056,Ust-kamenogorsk,Kazakhstan
43.266666,-91.48333,Waukon Municipal Airport,United States
13.933333,45.683334,Mukeiras,Yemen
44.691666,33.576668,Belbek,Ukraine
40.433334,-75.35,Upper Bucks,United States
-3.683333,142.46666,Nuku,Papua New Guinea
56.85,105.73333,Ust-Kut,Russia
35,135.75,Kyoto,Japan
-49.316666,-67.666664,San Julian,Argentina
-16.416668,168.33333,Ulei,Vanuatu
-28.283333,31.433332,Ulundi,South Africa
-4.933333,151.26666,Sule,Papua New Guinea
48.966667,89.96667,Ulgit,Mongolia
26.616667,37.866665,Majeed Bin Abdulaziz,Saudi Arabia
10.016667,139.8,Ulithi,Micronesia
60.72248,114.83152,Lensk,Russia
56.45,-6,Mull,United Kingdom
44.32139,-94.50056,New Ulm,United States
47.85275,106.76327,Chinggis Khaan International,Mongolia
49.983334,92.066666,Ulaangom,Mongolia
-26.633333,144.3,Quilpie,Australia
4.097222,-76.229164,Farfan,Colombia
8.65,-76.75,Mulatos,Colombia
2.783333,32.3,Gulu,Uganda
54.268333,48.226665,Baratayevka,Russia
-24.783333,31.35,Ulusaba,South Africa
54.266666,48.216667,Vostochny,Russia
47.75,96.85,Uliastai,Mongolia
20.24,-74.15,Punta De Maisi,Cuba
53.376667,-167.8875,North Shore,United States
-7.016667,145.96666,Umba,Papua New Guinea
70.66889,-52.11778,Uummannaq,Greenland
63.79333,20.28954,Umea,Sweden
-13.25,-70.666664,Quincemil,Peru
63.316666,-149.31667,Summit,United States
-31.15,136.81667,Woomera,Australia
69.416664,-152.33333,Umiat,United States
-23.798332,-53.31333,Ernesto Geisel,Brazil
50.933334,34.783333,Sumy,Ukraine
-15.353333,-38.997223,Una,Brazil
8.033333,-77.083336,Unguia,Colombia
36.660557,68.909164,Kunduz,Afghanistan
-30.166668,27.166668,Qachas Nek,Lesotho
-6.125552,141.28601,Kiunga,Papua New Guinea
13.5,-61,Union Island,Saint Vincent and the Grenadines
63.881927,-160.79944,Unalakleet,United States
9.852778,98.629166,Ranong,Thailand
47.316666,110.666664,Underkhaan,Mongolia
53.25,-168.33333,Umnak,United States
60.766666,-0.85,Baltasound,United Kingdom
58.3,-134.41667,Dodge County,United States
1.166667,121.433334,Buol,Indonesia
20.7,101.98333,Muong Sai,Laos
35.183334,-85.9,Franklin County,United States
34.384445,-89.535,University-Oxford,United States
22.383333,-78.816666,Punta Alegre,Cuba
23.032778,-82.579445,Playa Baracoa,Cuba
-5.058312,119.54589,Hasanudin,Indonesia
10.783333,-85.03333,Upala,Costa Rica
19.411112,-102.04722,Uruapan,Mexico
20.268057,-155.8625,Upolu Point,United States
-8.533333,142.63333,Upiara,Papua New Guinea
51.3,-1.816667,Upavon,United Kingdom
58.876667,-158.43167,Queen,United States
51.15371,51.538563,Uralsk / Podstepnyy,Kazakhstan
43.90126,87.47515,Urumqi,China
49.8,11.133333,Burg Feuerstein,Germany
58.216667,22.5,Kuressaare,Estonia
-29.781668,-57.038334,Ruben Berta,Brazil
3.216667,-74.4,Uribe,Colombia
60.11667,64.833336,Uraj,Russia
5.341667,-62.75833,Uriman,Venezuela
32.95,69.183334,Urgoon,Afghanistan
49.38861,1.1875,Boos,France
6.333333,-76.183334,Urrao,Colombia
51.75,36.266666,Kursk,Russia
9.133865,99.143196,Surat Thani,Thailand
-9.5,148.56667,Uroubi,Papua New Guinea
31.409622,37.275005,Gurayat,Saudi Arabia
32.9,66.61667,Uruzgan,Afghanistan
-54.839348,-68.31245,Islas Malvinas Argentinas International,Argentina
8.166667,-59.833332,Mabaruma,Guyana
65.95,57.4,Usinsk,Russia
-25.966667,113.11667,Useless Loop,Australia
9.555315,100.0628,Koh Samui,Thailand
35.59367,129.35597,Ulsan,South Korea
