latitudeAirport,longitudeAirport,nameAirport,nameCountry,geometry
3.693694,-33.750252,unkown,unkown,POINT (-33.750252 3.693694)
3.693694,-32.847475,unkown,unkown,POINT (-32.847475 3.693694)
3.693694,-31.944699,unkown,unkown,POINT (-31.944699 3.693694)
3.693694,-31.041923,unkown,unkown,POINT (-31.041923 3.693694)
3.693694,-30.139147,unkown,unkown,POINT (-30.139147 3.693694)
3.693694,-29.236371,unkown,unkown,POINT (-29.236371 3.693694)
3.693694,-28.333594,unkown,unkown,POINT (-28.333594 3.693694)
3.693694,-27.430818,unkown,unkown,POINT (-27.430818 3.693694)
3.693694,-26.528042,unkown,unkown,POINT (-26.528042 3.693694)
3.693694,-25.625266,unkown,unkown,POINT (-25.625266 3.693694)
3.693694,-24.722489,unkown,unkown,POINT (-24.722489 3.693694)
3.693694,-23.819713,unkown,unkown,POINT (-23.819713 3.693694)
3.693694,-22.916937,unkown,unkown,POINT (-22.916937 3.693694)
4.594595,-32.679731,unkown,unkown,POINT (-32.679731 4.594595)
4.594595,-31.775925,unkown,unkown,POINT (-31.775925 4.594595)
4.594595,-30.87212,unkown,unkown,POINT (-30.87212 4.594595)
4.594595,-29.968315,unkown,unkown,POINT (-29.968315 4.594595)
4.594595,-29.064509,unkown,unkown,POINT (-29.064509 4.594595)
4.594595,-28.160704,unkown,unkown,POINT (-28.160704 4.594595)
4.594595,-27.256899,unkown,unkown,POINT (-27.256899 4.594595)
4.594595,-26.353093,unkown,unkown,POINT (-26.353093 4.594595)
4.594595,-25.449288,unkown,unkown,POINT (-25.449288 4.594595)
4.594595,-24.545483,unkown,unkown,POINT (-24.545483 4.594595)
4.594595,-23.641677,unkown,unkown,POINT (-23.641677 4.594595)
4.594595,-22.737872,unkown,unkown,POINT (-22.737872 4.594595)
5.495495,-31.570028,unkown,unkown,POINT (-31.570028 5.495495)
5.495495,-30.664967,unkown,unkown,POINT (-30.664967 5.495495)
5.495495,-29.759906,unkown,unkown,POINT (-29.759906 5.495495)
5.495495,-28.854846,unkown,unkown,POINT (-28.854846 5.495495)
5.495495,-27.949785,unkown,unkown,POINT (-27.949785 5.495495)
5.495495,-27.044724,unkown,unkown,POINT (-27.044724 5.495495)
5.495495,-26.139663,unkown,unkown,POINT (-26.139663 5.495495)
5.495495,-25.234602,unkown,unkown,POINT (-25.234602 5.495495)
5.495495,-24.329542,unkown,unkown,POINT (-24.329542 5.495495)
5.495495,-23.424481,unkown,unkown,POINT (-23.424481 5.495495)
5.495495,-22.51942,unkown,unkown,POINT (-22.51942 5.495495)
5.495495,-21.614359,unkown,unkown,POINT (-21.614359 5.495495)
6.396396,-31.326751,unkown,unkown,POINT (-31.326751 6.396396)
6.396396,-30.420206,unkown,unkown,POINT (-30.420206 6.396396)
6.396396,-29.513662,unkown,unkown,POINT (-29.513662 6.396396)
6.396396,-28.607118,unkown,unkown,POINT (-28.607118 6.396396)
6.396396,-27.700574,unkown,unkown,POINT (-27.700574 6.396396)
6.396396,-26.79403,unkown,unkown,POINT (-26.79403 6.396396)
6.396396,-25.887485,unkown,unkown,POINT (-25.887485 6.396396)
6.396396,-24.980941,unkown,unkown,POINT (-24.980941 6.396396)
6.396396,-24.074397,unkown,unkown,POINT (-24.074397 6.396396)
6.396396,-23.167853,unkown,unkown,POINT (-23.167853 6.396396)
6.396396,-22.261309,unkown,unkown,POINT (-22.261309 6.396396)
6.396396,-21.354764,unkown,unkown,POINT (-21.354764 6.396396)
6.396396,-20.44822,unkown,unkown,POINT (-20.44822 6.396396)
7.297297,-30.137531,unkown,unkown,POINT (-30.137531 7.297297)
7.297297,-29.229273,unkown,unkown,POINT (-29.229273 7.297297)
7.297297,-28.321016,unkown,unkown,POINT (-28.321016 7.297297)
7.297297,-27.412758,unkown,unkown,POINT (-27.412758 7.297297)
7.297297,-26.504501,unkown,unkown,POINT (-26.504501 7.297297)
7.297297,-25.596244,unkown,unkown,POINT (-25.596244 7.297297)
7.297297,-24.687986,unkown,unkown,POINT (-24.687986 7.297297)
7.297297,-23.779729,unkown,unkown,POINT (-23.779729 7.297297)
7.297297,-22.871471,unkown,unkown,POINT (-22.871471 7.297297)
7.297297,-21.963214,unkown,unkown,POINT (-21.963214 7.297297)
7.297297,-21.054957,unkown,unkown,POINT (-21.054957 7.297297)
7.297297,-20.146699,unkown,unkown,POINT (-20.146699 7.297297)
7.297297,-19.238442,unkown,unkown,POINT (-19.238442 7.297297)
8.198198,-28.906382,unkown,unkown,POINT (-28.906382 8.198198)
8.198198,-27.996179,unkown,unkown,POINT (-27.996179 8.198198)
8.198198,-27.085977,unkown,unkown,POINT (-27.085977 8.198198)
8.198198,-26.175774,unkown,unkown,POINT (-26.175774 8.198198)
8.198198,-25.265572,unkown,unkown,POINT (-25.265572 8.198198)
8.198198,-24.355369,unkown,unkown,POINT (-24.355369 8.198198)
8.198198,-23.445167,unkown,unkown,POINT (-23.445167 8.198198)
8.198198,-22.534964,unkown,unkown,POINT (-22.534964 8.198198)
8.198198,-21.624762,unkown,unkown,POINT (-21.624762 8.198198)
8.198198,-20.714559,unkown,unkown,POINT (-20.714559 8.198198)
8.198198,-19.804357,unkown,unkown,POINT (-19.804357 8.198198)
8.198198,-18.894154,unkown,unkown,POINT (-18.894154 8.198198)
8.198198,-17.983952,unkown,unkown,POINT (-17.983952 8.198198)
9.099099,-27.632198,unkown,unkown,POINT (-27.632198 9.099099)
9.099099,-26.719816,unkown,unkown,POINT (-26.719816 9.099099)
9.099099,-25.807434,unkown,unkown,POINT (-25.807434 9.099099)
9.099099,-24.895052,unkown,unkown,POINT (-24.895052 9.099099)
9.099099,-23.98267,unkown,unkown,POINT (-23.98267 9.099099)
9.099099,-23.070288,unkown,unkown,POINT (-23.070288 9.099099)
9.099099,-22.157906,unkown,unkown,POINT (-22.157906 9.099099)
9.099099,-21.245523,unkown,unkown,POINT (-21.245523 9.099099)
9.099099,-20.333141,unkown,unkown,POINT (-20.333141 9.099099)
9.099099,-19.420759,unkown,unkown,POINT (-19.420759 9.099099)
9.099099,-18.508377,unkown,unkown,POINT (-18.508377 9.099099)
9.099099,-17.595995,unkown,unkown,POINT (-17.595995 9.099099)
10.0,-27.228609,unkown,unkown,POINT (-27.228609 10)
10.0,-26.31381,unkown,unkown,POINT (-26.31381 10)
10.0,-25.399011,unkown,unkown,POINT (-25.399011 10)
10.0,-24.484213,unkown,unkown,POINT (-24.484213 10)
10.0,-23.569414,unkown,unkown,POINT (-23.569414 10)
10.0,-22.654615,unkown,unkown,POINT (-22.654615 10)
10.0,-21.739816,unkown,unkown,POINT (-21.739816 10)
10.0,-20.825018,unkown,unkown,POINT (-20.825018 10)
10.0,-19.910219,unkown,unkown,POINT (-19.910219 10)
10.0,-18.99542,unkown,unkown,POINT (-18.99542 10)
10.0,-18.080621,unkown,unkown,POINT (-18.080621 10)
10.0,-17.165823,unkown,unkown,POINT (-17.165823 10)
10.0,-16.251024,unkown,unkown,POINT (-16.251024 10)
10.900901,-25.867441,unkown,unkown,POINT (-25.867441 10.900901)
10.900901,-24.949985,unkown,unkown,POINT (-24.949985 10.900901)
10.900901,-24.032529,unkown,unkown,POINT (-24.032529 10.900901)
10.900901,-23.115073,unkown,unkown,POINT (-23.115073 10.900901)
10.900901,-22.197618,unkown,unkown,POINT (-22.197618 10.900901)
10.900901,-21.280162,unkown,unkown,POINT (-21.280162 10.900901)
10.900901,-20.362706,unkown,unkown,POINT (-20.362706 10.900901)
10.900901,-19.445251,unkown,unkown,POINT (-19.445251 10.900901)
10.900901,-18.527795,unkown,unkown,POINT (-18.527795 10.900901)
10.900901,-17.610339,unkown,unkown,POINT (-17.610339 10.900901)
10.900901,-16.692883,unkown,unkown,POINT (-16.692883 10.900901)
10.900901,-15.775428,unkown,unkown,POINT (-15.775428 10.900901)
11.801802,-25.380133,unkown,unkown,POINT (-25.380133 11.801802)
11.801802,-24.459776,unkown,unkown,POINT (-24.459776 11.801802)
11.801802,-23.53942,unkown,unkown,POINT (-23.53942 11.801802)
11.801802,-22.619064,unkown,unkown,POINT (-22.619064 11.801802)
11.801802,-21.698707,unkown,unkown,POINT (-21.698707 11.801802)
11.801802,-20.778351,unkown,unkown,POINT (-20.778351 11.801802)
11.801802,-19.857995,unkown,unkown,POINT (-19.857995 11.801802)
11.801802,-18.937638,unkown,unkown,POINT (-18.937638 11.801802)
11.801802,-18.017282,unkown,unkown,POINT (-18.017282 11.801802)
11.801802,-17.096926,unkown,unkown,POINT (-17.096926 11.801802)
11.801802,-16.176569,unkown,unkown,POINT (-16.176569 11.801802)
11.801802,-15.256213,unkown,unkown,POINT (-15.256213 11.801802)
11.801802,-14.335856,unkown,unkown,POINT (-14.335856 11.801802)
12.702703,-23.92775,unkown,unkown,POINT (-23.92775 12.702703)
12.702703,-23.004246,unkown,unkown,POINT (-23.004246 12.702703)
12.702703,-22.080741,unkown,unkown,POINT (-22.080741 12.702703)
12.702703,-21.157237,unkown,unkown,POINT (-21.157237 12.702703)
12.702703,-20.233733,unkown,unkown,POINT (-20.233733 12.702703)
12.702703,-19.310228,unkown,unkown,POINT (-19.310228 12.702703)
12.702703,-18.386724,unkown,unkown,POINT (-18.386724 12.702703)
12.702703,-17.463219,unkown,unkown,POINT (-17.463219 12.702703)
12.702703,-16.539715,unkown,unkown,POINT (-16.539715 12.702703)
12.702703,-15.61621,unkown,unkown,POINT (-15.61621 12.702703)
12.702703,-14.692706,unkown,unkown,POINT (-14.692706 12.702703)
12.702703,-13.769201,unkown,unkown,POINT (-13.769201 12.702703)
13.603604,-23.353212,unkown,unkown,POINT (-23.353212 13.603604)
13.603604,-22.426307,unkown,unkown,POINT (-22.426307 13.603604)
13.603604,-21.499403,unkown,unkown,POINT (-21.499403 13.603604)
13.603604,-20.572499,unkown,unkown,POINT (-20.572499 13.603604)
13.603604,-19.645595,unkown,unkown,POINT (-19.645595 13.603604)
13.603604,-18.718691,unkown,unkown,POINT (-18.718691 13.603604)
13.603604,-17.791787,unkown,unkown,POINT (-17.791787 13.603604)
13.603604,-16.864883,unkown,unkown,POINT (-16.864883 13.603604)
13.603604,-15.937979,unkown,unkown,POINT (-15.937979 13.603604)
13.603604,-15.011075,unkown,unkown,POINT (-15.011075 13.603604)
13.603604,-14.084171,unkown,unkown,POINT (-14.084171 13.603604)
13.603604,-13.157267,unkown,unkown,POINT (-13.157267 13.603604)
13.603604,-12.230363,unkown,unkown,POINT (-12.230363 13.603604)
14.504505,-21.804843,unkown,unkown,POINT (-21.804843 14.504505)
14.504505,-20.874284,unkown,unkown,POINT (-20.874284 14.504505)
14.504505,-19.943724,unkown,unkown,POINT (-19.943724 14.504505)
14.504505,-19.013164,unkown,unkown,POINT (-19.013164 14.504505)
14.504505,-18.082604,unkown,unkown,POINT (-18.082604 14.504505)
14.504505,-17.152045,unkown,unkown,POINT (-17.152045 14.504505)
14.504505,-16.221485,unkown,unkown,POINT (-16.221485 14.504505)
14.504505,-15.290925,unkown,unkown,POINT (-15.290925 14.504505)
14.504505,-14.360365,unkown,unkown,POINT (-14.360365 14.504505)
14.504505,-13.429806,unkown,unkown,POINT (-13.429806 14.504505)
14.504505,-12.499246,unkown,unkown,POINT (-12.499246 14.504505)
14.504505,-11.568686,unkown,unkown,POINT (-11.568686 14.504505)
15.405405,-21.139027,unkown,unkown,POINT (-21.139027 15.405405)
15.405405,-20.204551,unkown,unkown,POINT (-20.204551 15.405405)
15.405405,-19.270075,unkown,unkown,POINT (-19.270075 15.405405)
15.405405,-18.335598,unkown,unkown,POINT (-18.335598 15.405405)
15.405405,-17.401122,unkown,unkown,POINT (-17.401122 15.405405)
15.405405,-16.466646,unkown,unkown,POINT (-16.466646 15.405405)
15.405405,-15.532169,unkown,unkown,POINT (-15.532169 15.405405)
15.405405,-14.597693,unkown,unkown,POINT (-14.597693 15.405405)
15.405405,-13.663217,unkown,unkown,POINT (-13.663217 15.405405)
15.405405,-12.72874,unkown,unkown,POINT (-12.72874 15.405405)
15.405405,-11.794264,unkown,unkown,POINT (-11.794264 15.405405)
15.405405,-10.859788,unkown,unkown,POINT (-10.859788 15.405405)
15.405405,-9.925311,unkown,unkown,POINT (-9.925311 15.405405)
16.306306,-20.427965,unkown,unkown,POINT (-20.427965 16.306306)
16.306306,-19.489306,unkown,unkown,POINT (-19.489306 16.306306)
16.306306,-18.550647,unkown,unkown,POINT (-18.550647 16.306306)
16.306306,-17.611988,unkown,unkown,POINT (-17.611988 16.306306)
16.306306,-16.673329,unkown,unkown,POINT (-16.673329 16.306306)
16.306306,-15.73467,unkown,unkown,POINT (-15.73467 16.306306)
16.306306,-14.796011,unkown,unkown,POINT (-14.796011 16.306306)
16.306306,-13.857352,unkown,unkown,POINT (-13.857352 16.306306)
16.306306,-12.918693,unkown,unkown,POINT (-12.918693 16.306306)
16.306306,-11.980034,unkown,unkown,POINT (-11.980034 16.306306)
16.306306,-11.041375,unkown,unkown,POINT (-11.041375 16.306306)
16.306306,-10.102716,unkown,unkown,POINT (-10.102716 16.306306)
16.306306,-9.164057,unkown,unkown,POINT (-9.164057 16.306306)
17.207207,-18.727579,unkown,unkown,POINT (-18.727579 17.207207)
17.207207,-17.784466,unkown,unkown,POINT (-17.784466 17.207207)
17.207207,-16.841352,unkown,unkown,POINT (-16.841352 17.207207)
17.207207,-15.898238,unkown,unkown,POINT (-15.898238 17.207207)
17.207207,-14.955125,unkown,unkown,POINT (-14.955125 17.207207)
17.207207,-14.012011,unkown,unkown,POINT (-14.012011 17.207207)
17.207207,-13.068898,unkown,unkown,POINT (-13.068898 17.207207)
17.207207,-12.125784,unkown,unkown,POINT (-12.125784 17.207207)
17.207207,-11.18267,unkown,unkown,POINT (-11.18267 17.207207)
17.207207,-10.239557,unkown,unkown,POINT (-10.239557 17.207207)
17.207207,-9.296443,unkown,unkown,POINT (-9.296443 17.207207)
17.207207,-8.35333,unkown,unkown,POINT (-8.35333 17.207207)
18.108108,-17.918325,unkown,unkown,POINT (-17.918325 18.108108)
18.108108,-16.970479,unkown,unkown,POINT (-16.970479 18.108108)
18.108108,-16.022633,unkown,unkown,POINT (-16.022633 18.108108)
18.108108,-15.074787,unkown,unkown,POINT (-15.074787 18.108108)
18.108108,-14.126941,unkown,unkown,POINT (-14.126941 18.108108)
18.108108,-13.179095,unkown,unkown,POINT (-13.179095 18.108108)
18.108108,-12.231249,unkown,unkown,POINT (-12.231249 18.108108)
18.108108,-11.283403,unkown,unkown,POINT (-11.283403 18.108108)
18.108108,-10.335557,unkown,unkown,POINT (-10.335557 18.108108)
18.108108,-9.387711,unkown,unkown,POINT (-9.387711 18.108108)
18.108108,-8.439865,unkown,unkown,POINT (-8.439865 18.108108)
18.108108,-7.492019,unkown,unkown,POINT (-7.492019 18.108108)
19.009009,-17.060423,unkown,unkown,POINT (-17.060423 19.009009)
19.009009,-16.10756,unkown,unkown,POINT (-16.10756 19.009009)
19.009009,-15.154697,unkown,unkown,POINT (-15.154697 19.009009)
19.009009,-14.201834,unkown,unkown,POINT (-14.201834 19.009009)
19.009009,-13.248971,unkown,unkown,POINT (-13.248971 19.009009)
19.009009,-12.296108,unkown,unkown,POINT (-12.296108 19.009009)
19.009009,-11.343245,unkown,unkown,POINT (-11.343245 19.009009)
19.009009,-10.390382,unkown,unkown,POINT (-10.390382 19.009009)
19.009009,-9.437518,unkown,unkown,POINT (-9.437518 19.009009)
19.009009,-8.484655,unkown,unkown,POINT (-8.484655 19.009009)
19.009009,-7.531792,unkown,unkown,POINT (-7.531792 19.009009)
19.009009,-6.578929,unkown,unkown,POINT (-6.578929 19.009009)
19.90991,-16.152666,unkown,unkown,POINT (-16.152666 19.90991)
19.90991,-15.194495,unkown,unkown,POINT (-15.194495 19.90991)
19.90991,-14.236323,unkown,unkown,POINT (-14.236323 19.90991)
19.90991,-13.278152,unkown,unkown,POINT (-13.278152 19.90991)
19.90991,-12.31998,unkown,unkown,POINT (-12.31998 19.90991)
19.90991,-11.361809,unkown,unkown,POINT (-11.361809 19.90991)
19.90991,-10.403637,unkown,unkown,POINT (-10.403637 19.90991)
19.90991,-9.445466,unkown,unkown,POINT (-9.445466 19.90991)
19.90991,-8.487294,unkown,unkown,POINT (-8.487294 19.90991)
19.90991,-7.529123,unkown,unkown,POINT (-7.529123 19.90991)
19.90991,-6.570951,unkown,unkown,POINT (-6.570951 19.90991)
19.90991,-5.612779,unkown,unkown,POINT (-5.612779 19.90991)
20.810811,-15.193766,unkown,unkown,POINT (-15.193766 20.810811)
20.810811,-14.229987,unkown,unkown,POINT (-14.229987 20.810811)
20.810811,-13.266208,unkown,unkown,POINT (-13.266208 20.810811)
20.810811,-12.302428,unkown,unkown,POINT (-12.302428 20.810811)
20.810811,-11.338649,unkown,unkown,POINT (-11.338649 20.810811)
20.810811,-10.37487,unkown,unkown,POINT (-10.37487 20.810811)
20.810811,-9.411091,unkown,unkown,POINT (-9.411091 20.810811)
20.810811,-8.447312,unkown,unkown,POINT (-8.447312 20.810811)
20.810811,-7.483533,unkown,unkown,POINT (-7.483533 20.810811)
20.810811,-6.519754,unkown,unkown,POINT (-6.519754 20.810811)
20.810811,-5.555974,unkown,unkown,POINT (-5.555974 20.810811)
20.810811,-4.592195,unkown,unkown,POINT (-4.592195 20.810811)
21.711712,-14.182339,unkown,unkown,POINT (-14.182339 21.711712)
21.711712,-13.212645,unkown,unkown,POINT (-13.212645 21.711712)
21.711712,-12.242951,unkown,unkown,POINT (-12.242951 21.711712)
21.711712,-11.273257,unkown,unkown,POINT (-11.273257 21.711712)
21.711712,-10.303563,unkown,unkown,POINT (-10.303563 21.711712)
21.711712,-9.33387,unkown,unkown,POINT (-9.33387 21.711712)
21.711712,-8.364176,unkown,unkown,POINT (-8.364176 21.711712)
21.711712,-7.394482,unkown,unkown,POINT (-7.394482 21.711712)
21.711712,-6.424788,unkown,unkown,POINT (-6.424788 21.711712)
21.711712,-5.455094,unkown,unkown,POINT (-5.455094 21.711712)
21.711712,-4.4854,unkown,unkown,POINT (-4.4854 21.711712)
21.711712,-3.515706,unkown,unkown,POINT (-3.515706 21.711712)
22.612613,-13.116908,unkown,unkown,POINT (-13.116908 22.612613)
22.612613,-12.140984,unkown,unkown,POINT (-12.140984 22.612613)
22.612613,-11.165059,unkown,unkown,POINT (-11.165059 22.612613)
22.612613,-10.189135,unkown,unkown,POINT (-10.189135 22.612613)
22.612613,-9.21321,unkown,unkown,POINT (-9.21321 22.612613)
22.612613,-8.237286,unkown,unkown,POINT (-8.237286 22.612613)
22.612613,-7.261361,unkown,unkown,POINT (-7.261361 22.612613)
22.612613,-6.285437,unkown,unkown,POINT (-6.285437 22.612613)
22.612613,-5.309512,unkown,unkown,POINT (-5.309512 22.612613)
22.612613,-4.333588,unkown,unkown,POINT (-4.333588 22.612613)
22.612613,-3.357663,unkown,unkown,POINT (-3.357663 22.612613)
22.612613,-2.381739,unkown,unkown,POINT (-2.381739 22.612613)
23.513514,-11.995893,unkown,unkown,POINT (-11.995893 23.513514)
23.513514,-11.013413,unkown,unkown,POINT (-11.013413 23.513514)
23.513514,-10.030933,unkown,unkown,POINT (-10.030933 23.513514)
23.513514,-9.048453,unkown,unkown,POINT (-9.048453 23.513514)
23.513514,-8.065973,unkown,unkown,POINT (-8.065973 23.513514)
23.513514,-7.083492,unkown,unkown,POINT (-7.083492 23.513514)
23.513514,-6.101012,unkown,unkown,POINT (-6.101012 23.513514)
23.513514,-5.118532,unkown,unkown,POINT (-5.118532 23.513514)
23.513514,-4.136052,unkown,unkown,POINT (-4.136052 23.513514)
23.513514,-3.153572,unkown,unkown,POINT (-3.153572 23.513514)
23.513514,-2.171092,unkown,unkown,POINT (-2.171092 23.513514)
23.513514,-1.188612,unkown,unkown,POINT (-1.188612 23.513514)
24.414414,-10.817606,unkown,unkown,POINT (-10.817606 24.414414)
24.414414,-9.828235,unkown,unkown,POINT (-9.828235 24.414414)
24.414414,-8.838865,unkown,unkown,POINT (-8.838865 24.414414)
24.414414,-7.849494,unkown,unkown,POINT (-7.849494 24.414414)
24.414414,-6.860123,unkown,unkown,POINT (-6.860123 24.414414)
24.414414,-5.870753,unkown,unkown,POINT (-5.870753 24.414414)
24.414414,-4.881382,unkown,unkown,POINT (-4.881382 24.414414)
24.414414,-3.892011,unkown,unkown,POINT (-3.892011 24.414414)
24.414414,-2.90264,unkown,unkown,POINT (-2.90264 24.414414)
24.414414,-1.91327,unkown,unkown,POINT (-1.91327 24.414414)
24.414414,-0.923899,unkown,unkown,POINT (-0.923899 24.414414)
24.414414,0.065472,unkown,unkown,POINT (0.065472 24.414414)
25.315315,-10.576851,unkown,unkown,POINT (-10.576851 25.315315)
25.315315,-9.580244,unkown,unkown,POINT (-9.580244 25.315315)
25.315315,-8.583638,unkown,unkown,POINT (-8.583638 25.315315)
25.315315,-7.587031,unkown,unkown,POINT (-7.587031 25.315315)
25.315315,-6.590424,unkown,unkown,POINT (-6.590424 25.315315)
25.315315,-5.593817,unkown,unkown,POINT (-5.593817 25.315315)
25.315315,-4.59721,unkown,unkown,POINT (-4.59721 25.315315)
25.315315,-3.600604,unkown,unkown,POINT (-3.600604 25.315315)
25.315315,-2.603997,unkown,unkown,POINT (-2.603997 25.315315)
25.315315,-1.60739,unkown,unkown,POINT (-1.60739 25.315315)
25.315315,-0.610783,unkown,unkown,POINT (-0.610783 25.315315)
25.315315,0.385823,unkown,unkown,POINT (0.385823 25.315315)
26.216216,-9.286082,unkown,unkown,POINT (-9.286082 26.216216)
26.216216,-8.281883,unkown,unkown,POINT (-8.281883 26.216216)
26.216216,-7.277683,unkown,unkown,POINT (-7.277683 26.216216)
26.216216,-6.273484,unkown,unkown,POINT (-6.273484 26.216216)
26.216216,-5.269284,unkown,unkown,POINT (-5.269284 26.216216)
26.216216,-4.265085,unkown,unkown,POINT (-4.265085 26.216216)
26.216216,-3.260885,unkown,unkown,POINT (-3.260885 26.216216)
26.216216,-2.256686,unkown,unkown,POINT (-2.256686 26.216216)
26.216216,-1.252486,unkown,unkown,POINT (-1.252486 26.216216)
26.216216,-0.248287,unkown,unkown,POINT (-0.248287 26.216216)
26.216216,0.755913,unkown,unkown,POINT (0.755913 26.216216)
26.216216,1.760112,unkown,unkown,POINT (1.760112 26.216216)
27.117117,-7.932629,unkown,unkown,POINT (-7.932629 27.117117)
27.117117,-6.920468,unkown,unkown,POINT (-6.920468 27.117117)
27.117117,-5.908307,unkown,unkown,POINT (-5.908307 27.117117)
27.117117,-4.896146,unkown,unkown,POINT (-4.896146 27.117117)
27.117117,-3.883984,unkown,unkown,POINT (-3.883984 27.117117)
27.117117,-2.871823,unkown,unkown,POINT (-2.871823 27.117117)
27.117117,-1.859662,unkown,unkown,POINT (-1.859662 27.117117)
27.117117,-0.847501,unkown,unkown,POINT (-0.847501 27.117117)
27.117117,0.16466,unkown,unkown,POINT (0.16466 27.117117)
27.117117,1.176821,unkown,unkown,POINT (1.176821 27.117117)
27.117117,2.188982,unkown,unkown,POINT (2.188982 27.117117)
28.018018,-7.534813,unkown,unkown,POINT (-7.534813 28.018018)
28.018018,-6.514309,unkown,unkown,POINT (-6.514309 28.018018)
28.018018,-5.493805,unkown,unkown,POINT (-5.493805 28.018018)
28.018018,-4.473301,unkown,unkown,POINT (-4.473301 28.018018)
28.018018,-3.452796,unkown,unkown,POINT (-3.452796 28.018018)
28.018018,-2.432292,unkown,unkown,POINT (-2.432292 28.018018)
28.018018,-1.411788,unkown,unkown,POINT (-1.411788 28.018018)
28.018018,-0.391284,unkown,unkown,POINT (-0.391284 28.018018)
28.018018,0.62922,unkown,unkown,POINT (0.62922 28.018018)
28.018018,1.649724,unkown,unkown,POINT (1.649724 28.018018)
28.018018,2.670228,unkown,unkown,POINT (2.670228 28.018018)
28.018018,3.690732,unkown,unkown,POINT (3.690732 28.018018)
28.918919,-6.058037,unkown,unkown,POINT (-6.058037 28.918919)
28.918919,-5.028795,unkown,unkown,POINT (-5.028795 28.918919)
28.918919,-3.999553,unkown,unkown,POINT (-3.999553 28.918919)
28.918919,-2.97031,unkown,unkown,POINT (-2.97031 28.918919)
28.918919,-1.941068,unkown,unkown,POINT (-1.941068 28.918919)
28.918919,-0.911826,unkown,unkown,POINT (-0.911826 28.918919)
28.918919,0.117417,unkown,unkown,POINT (0.117417 28.918919)
28.918919,1.146659,unkown,unkown,POINT (1.146659 28.918919)
28.918919,2.175902,unkown,unkown,POINT (2.175902 28.918919)
28.918919,3.205144,unkown,unkown,POINT (3.205144 28.918919)
28.918919,4.234386,unkown,unkown,POINT (4.234386 28.918919)
29.81982,-5.550383,unkown,unkown,POINT (-5.550383 29.81982)
29.81982,-4.511993,unkown,unkown,POINT (-4.511993 29.81982)
29.81982,-3.473602,unkown,unkown,POINT (-3.473602 29.81982)
29.81982,-2.435212,unkown,unkown,POINT (-2.435212 29.81982)
29.81982,-1.396821,unkown,unkown,POINT (-1.396821 29.81982)
29.81982,-0.35843,unkown,unkown,POINT (-0.35843 29.81982)
29.81982,0.67996,unkown,unkown,POINT (0.67996 29.81982)
29.81982,1.718351,unkown,unkown,POINT (1.718351 29.81982)
29.81982,2.756741,unkown,unkown,POINT (2.756741 29.81982)
29.81982,3.795132,unkown,unkown,POINT (3.795132 29.81982)
29.81982,4.833522,unkown,unkown,POINT (4.833522 29.81982)
29.81982,5.871913,unkown,unkown,POINT (5.871913 29.81982)
30.720721,-3.942004,unkown,unkown,POINT (-3.942004 30.720721)
30.720721,-2.89404,unkown,unkown,POINT (-2.89404 30.720721)
30.720721,-1.846076,unkown,unkown,POINT (-1.846076 30.720721)
30.720721,-0.798111,unkown,unkown,POINT (-0.798111 30.720721)
30.720721,0.249853,unkown,unkown,POINT (0.249853 30.720721)
30.720721,1.297817,unkown,unkown,POINT (1.297817 30.720721)
30.720721,2.345782,unkown,unkown,POINT (2.345782 30.720721)
30.720721,3.393746,unkown,unkown,POINT (3.393746 30.720721)
30.720721,4.44171,unkown,unkown,POINT (4.44171 30.720721)
30.720721,5.489674,unkown,unkown,POINT (5.489674 30.720721)
30.720721,6.537639,unkown,unkown,POINT (6.537639 30.720721)
31.621622,-3.31732,unkown,unkown,POINT (-3.31732 31.621622)
31.621622,-2.25934,unkown,unkown,POINT (-2.25934 31.621622)
31.621622,-1.201359,unkown,unkown,POINT (-1.201359 31.621622)
31.621622,-0.143379,unkown,unkown,POINT (-0.143379 31.621622)
31.621622,0.914601,unkown,unkown,POINT (0.914601 31.621622)
31.621622,1.972581,unkown,unkown,POINT (1.972581 31.621622)
31.621622,3.030561,unkown,unkown,POINT (3.030561 31.621622)
31.621622,4.088541,unkown,unkown,POINT (4.088541 31.621622)
31.621622,5.146521,unkown,unkown,POINT (5.146521 31.621622)
31.621622,6.204501,unkown,unkown,POINT (6.204501 31.621622)
31.621622,7.262482,unkown,unkown,POINT (7.262482 31.621622)
32.522523,-2.636307,unkown,unkown,POINT (-2.636307 32.522523)
32.522523,-1.567851,unkown,unkown,POINT (-1.567851 32.522523)
32.522523,-0.499395,unkown,unkown,POINT (-0.499395 32.522523)
32.522523,0.569061,unkown,unkown,POINT (0.569061 32.522523)
32.522523,1.637517,unkown,unkown,POINT (1.637517 32.522523)
32.522523,2.705973,unkown,unkown,POINT (2.705973 32.522523)
32.522523,3.774429,unkown,unkown,POINT (3.774429 32.522523)
32.522523,4.842885,unkown,unkown,POINT (4.842885 32.522523)
32.522523,5.911341,unkown,unkown,POINT (5.911341 32.522523)
32.522523,6.979797,unkown,unkown,POINT (6.979797 32.522523)
32.522523,8.048253,unkown,unkown,POINT (8.048253 32.522523)
33.423423,-1.8972,unkown,unkown,POINT (-1.8972 33.423423)
33.423423,-0.817789,unkown,unkown,POINT (-0.817789 33.423423)
33.423423,0.261622,unkown,unkown,POINT (0.261622 33.423423)
