cluster,longitude,latitude,weather_risk,bird_risk,temperature_2m,precipitation,wind_speed,humidity,bird_obs_count
269,-129.242984,-12.522523000000003,3.5893333333333333,0.0,23.6,0.3,64.729872,82.0,0
270,-128.32012899999998,-12.522523000000001,3.5693333333333332,0.0,23.6,0.3,62.20288,82.0,0
271,-127.39727500000002,-12.522523000000014,3.1366666666666667,0.0,23.4,0.0,52.289296,75.0,0
272,-126.47442,-12.522523000000003,3.2633333333333328,0.0,23.2,0.0,46.457775999999996,73.0,0
273,-125.55156500000001,-12.522523000000001,3.485333333333333,0.0,23.4,0.1,37.90488,82.0,0
274,-124.62871000000003,-12.522523000000009,3.468666666666666,0.0,23.5,0.1,34.600352,81.0,0
275,-137.69119799999999,-11.621622000000004,3.2533333333333334,0.0,24.9,0.0,58.703967999999996,76.0,0
276,-136.77144199999998,-11.621621999999997,3.352,0.0,24.6,0.1,60.647808,78.0,0
277,-135.85168499999997,-11.621621999999995,3.575333333333333,0.0,24.6,0.1,62.20288,81.0,0
278,-134.93192900000003,-11.621621999999995,3.3699999999999997,0.0,24.9,0.0,62.980416,81.0,0
279,-134.012172,-11.621621999999995,3.2333333333333334,0.0,24.9,0.0,63.369184000000004,76.0,0
280,-133.09241600000001,-11.621622000000002,3.0533333333333332,0.0,24.7,0.0,64.14672,74.0,0
281,-132.172659,-11.621622,3.25,0.0,24.5,0.0,62.980416,75.0,0
282,-131.25290299999995,-11.621621999999986,3.235333333333333,0.0,24.5,0.1,62.008496,77.0,0
283,-130.333146,-11.621621999999995,3.0666666666666664,0.0,24.0,0.0,61.036576,76.0,0
284,-129.413389,-11.621622000000006,3.1866666666666665,0.0,24.6,0.0,55.982592000000004,74.0,0
285,-128.493633,-11.621621999999995,3.2619999999999996,0.0,25.0,0.1,49.56792,79.0,0
286,-127.57387599999996,-11.621621999999997,3.4,0.0,24.3,0.0,47.818464000000006,82.0,0
287,-126.65412000000002,-11.621622000000004,3.333333333333333,0.0,24.1,0.0,42.375712,80.0,0
288,-125.73436300000004,-11.621622000000004,3.3986666666666663,0.0,24.1,0.1,38.488032000000004,80.0,0
289,-124.814607,-11.621622000000004,3.44,0.0,24.5,0.0,35.766656,76.0,0
290,-123.89485000000002,-11.621622,3.21,0.0,24.0,0.0,35.766656,75.0,0
291,-122.97509399999997,-11.621621999999995,3.4033333333333333,0.0,24.0,0.0,35.183504000000006,77.0,0
292,-122.055337,-11.621621999999997,3.3366666666666664,0.0,23.8,0.0,32.850896,75.0,0
293,-135.07165800000004,-10.720721000000005,3.2766666666666664,0.0,25.6,0.0,57.926432,77.0,0
294,-134.154753,-10.72072099999999,3.2786666666666666,0.0,25.4,0.1,56.565744,78.0,0
295,-133.23784799999999,-10.72072099999999,3.306666666666666,0.0,25.2,0.0,56.760128,80.0,0
296,-132.320943,-10.720721000000005,3.3719999999999994,0.0,24.5,0.1,54.233135999999995,80.0,0
297,-131.40403800000004,-10.720721000000008,3.5419999999999994,0.0,24.5,0.1,53.649984,81.0,0
298,-130.487133,-10.720721000000001,3.5706666666666664,0.0,24.3,0.2,53.066832000000005,84.0,0
299,-129.57022799999996,-10.720721000000001,3.607333333333333,0.0,24.2,0.2,50.928608,83.0,0
300,-128.65332300000003,-10.720721000000001,3.556,0.0,24.3,0.3,47.818464000000006,82.0,0
301,-127.73641900000001,-10.720720999999998,3.3499999999999996,0.0,24.3,0.0,46.263392,81.0,0
302,-126.81951399999998,-10.720721,3.25,0.0,24.3,0.0,45.485856,77.0,0
303,-125.902609,-10.720721000000005,3.333333333333333,0.0,24.8,0.0,40.043104,76.0,0
304,-124.98570399999997,-10.720721000000008,3.2733333333333334,0.0,24.7,0.0,36.544192,76.0,0
305,-124.06879899999997,-10.720720999999998,3.4499999999999997,0.0,24.1,0.0,36.349807999999996,73.0,0
306,-123.15189400000001,-10.720720999999998,3.42,0.0,23.9,0.0,37.127344,74.0,0
307,-122.23498900000001,-10.72072099999999,3.263333333333333,0.0,23.4,0.0,34.405968,79.0,0
308,-121.31808399999998,-10.720721000000005,3.286666666666666,0.0,24.2,0.0,30.323904,80.0,0
309,-120.401179,-10.720720999999996,3.2933333333333334,0.0,23.8,0.0,35.183504000000006,76.0,0
310,-119.484274,-10.720721,3.3233333333333333,0.0,23.9,0.0,37.90488,77.0,0
311,-132.456593,-9.819819999999998,3.5839999999999996,0.0,24.4,0.2,51.122992,84.0,0
312,-131.54229699999996,-9.819819999999993,3.6406666666666667,0.0,24.4,0.2,51.51176,83.0,0
313,-130.628,-9.819819999999998,3.5873333333333335,0.0,24.2,0.2,53.649984,83.0,0
314,-129.713704,-9.819819999999995,3.517333333333333,0.0,24.2,0.2,52.872448,82.0,0
315,-128.799408,-9.819819999999998,3.21,0.0,24.8,0.0,53.261216,77.0,0
316,-127.885111,-9.819820000000007,3.425333333333333,0.0,24.8,0.1,49.762304,76.0,0
317,-126.97081500000003,-9.819820000000002,3.27,0.0,24.8,0.0,45.485856,75.0,0
318,-126.056519,-9.819819999999998,3.4466666666666668,0.0,24.6,0.0,45.485856,76.0,0
319,-125.14222199999999,-9.819819999999995,3.313333333333333,0.0,24.8,0.0,39.265568,76.0,0
320,-124.227926,-9.819820000000002,3.243333333333333,0.0,24.6,0.0,38.682415999999996,75.0,0
321,-123.31363000000002,-9.819819999999991,3.263333333333333,0.0,24.4,0.0,38.488032000000004,75.0,0
322,-122.39933400000001,-9.819820000000002,3.216666666666667,0.0,24.5,0.0,38.293648,75.0,0
323,-121.48503700000002,-9.819820000000004,3.28,0.0,24.2,0.0,41.209407999999996,76.0,0
324,-120.57074100000001,-9.819820000000002,3.223333333333333,0.0,23.8,0.0,38.293648,75.0,0
325,-119.65644499999998,-9.819820000000005,3.326666666666666,0.0,24.0,0.0,37.90488,80.0,0
326,-118.74214799999999,-9.819819999999998,3.3633333333333333,0.0,23.8,0.0,36.93296,75.0,0
327,-117.82785200000001,-9.81981999999999,3.4919999999999995,0.0,24.3,0.1,37.127344,78.0,0
328,-116.91355599999997,-9.819819999999984,3.483333333333333,0.0,24.2,0.0,36.738575999999995,79.0,0
329,-130.75592800000004,-8.918918999999997,3.26,0.0,24.6,0.0,55.205056,76.0,0
330,-129.84400100000002,-8.918918999999995,3.2666666666666666,0.0,24.4,0.0,57.53766400000001,76.0,0
331,-128.932073,-8.918919000000002,3.2733333333333334,0.0,24.3,0.0,54.621904,74.0,0
332,-128.02014600000004,-8.918919000000004,3.375333333333333,0.0,24.4,0.1,52.872448,81.0,0
333,-127.10821900000002,-8.918918999999997,3.3799999999999994,0.0,24.5,0.0,46.846544,80.0,0
334,-126.19629200000001,-8.918919,3.2299999999999995,0.0,24.0,0.0,47.818464000000006,73.0,0
335,-125.284364,-8.918919,3.3099999999999996,0.0,24.5,0.0,41.403792,73.0,0
336,-124.37243700000002,-8.918918999999997,3.4033333333333333,0.0,24.5,0.0,45.097088,75.0,0
337,-123.46051000000001,-8.918918999999997,3.286666666666666,0.0,23.9,0.0,41.986944,80.0,0
338,-122.548582,-8.918918999999994,3.393333333333333,0.0,24.2,0.0,44.902704,80.0,0
339,-121.63665500000002,-8.918918999999999,3.5973333333333333,0.0,23.5,0.2,43.930784,84.0,0
340,-120.72472799999997,-8.918918999999992,3.4739999999999998,0.0,24.4,0.2,39.265568,79.0,0
341,-119.81280099999998,-8.918918999999994,3.333333333333333,0.0,24.1,0.0,39.265568,80.0,0
342,-118.900873,-8.918919000000002,3.3486666666666665,0.0,24.0,0.1,41.403792,77.0,0
343,-117.988946,-8.918919000000006,3.445333333333333,0.0,24.1,0.1,37.90488,80.0,0
344,-117.077019,-8.918918999999999,3.4299999999999997,0.0,23.5,0.0,40.237488,77.0,0
345,-116.165092,-8.918919000000002,3.4533333333333336,0.0,24.2,0.0,39.459952,74.0,0
346,-115.253164,-8.918919000000004,3.383333333333333,0.0,23.8,0.0,43.347632000000004,79.0,0
347,-114.34123699999999,-8.918918999999999,3.4566666666666666,0.0,23.8,0.0,38.488032000000004,75.0,0
348,-128.14169499999997,-8.018018000000001,3.31,0.0,24.8,0.0,49.179152,77.0,0
349,-127.23189999999995,-8.018017999999989,3.203333333333333,0.0,25.0,0.0,44.902704,73.0,0
350,-126.32210500000004,-8.018017999999996,3.403333333333333,0.0,24.9,0.0,45.291472,73.0,0
351,-125.41231099999999,-8.01801799999999,3.305333333333333,0.0,24.5,0.1,45.68024,78.0,0
352,-124.50251599999997,-8.018018000000001,3.2866666666666666,0.0,24.6,0.0,47.235312,78.0,0
353,-123.59272099999997,-8.018018000000009,3.433333333333333,0.0,23.6,0.0,44.902704,80.0,0
354,-122.682926,-8.018017999999994,3.263333333333333,0.0,24.1,0.0,45.68024,77.0,0
355,-121.77313099999999,-8.018017999999998,3.484,0.0,24.2,0.2,45.485856,84.0,0
356,-120.86333599999998,-8.018017999999998,3.4299999999999997,0.0,24.2,0.0,43.930784,83.0,0
357,-119.95354199999998,-8.018017999999993,3.26,0.0,24.2,0.0,41.79256,76.0,0
358,-119.04374700000001,-8.018018000000001,3.483333333333333,0.0,23.9,0.0,41.209407999999996,81.0,0
359,-118.13395199999998,-8.018018000000001,3.4819999999999998,0.0,23.5,0.1,41.015024000000004,81.0,0
360,-117.224157,-8.018018000000001,3.533333333333333,0.0,23.9,0.0,40.626256,78.0,0
361,-116.31436199999999,-8.01801799999999,3.3366666666666664,0.0,24.0,0.0,35.96104,75.0,0
362,-115.40456699999996,-8.018017999999996,3.55,0.0,23.8,0.0,45.68024,79.0,0
363,-114.49477299999998,-8.018017999999994,3.55,0.0,23.9,0.0,46.069008,79.0,0
364,-113.58497800000002,-8.018017999999994,3.612,0.0,23.6,0.1,38.488032000000004,82.0,0
365,-112.67518299999998,-8.018018000000005,3.483333333333333,0.0,23.5,0.0,42.958864000000005,81.0,0
366,-111.76538799999999,-8.018017999999994,3.4299999999999997,0.0,23.8,0.0,43.153248,81.0,0
367,-125.52622399999998,-7.117117000000006,3.3466666666666662,0.0,24.4,0.0,50.734224000000005,80.0,0
368,-124.61832699999998,-7.117116999999997,3.3799999999999994,0.0,24.4,0.0,46.65216,80.0,0
369,-123.71043099999999,-7.1171169999999915,3.502,0.0,23.6,0.1,44.902704,83.0,0
370,-122.80253500000002,-7.117116999999994,3.0433333333333334,0.0,24.4,0.0,48.984767999999995,75.0,0
371,-121.894639,-7.117117000000003,3.5206666666666666,0.0,24.0,0.2,49.179152,83.0,0
372,-120.98674199999999,-7.117117000000006,3.3866666666666663,0.0,24.0,0.0,47.818464000000006,80.0,0
373,-120.07884599999998,-7.1171169999999995,3.3853333333333335,0.0,23.8,0.1,40.237488,82.0,0
374,-119.17095,-7.117116999999995,3.38,0.0,23.8,0.0,46.846544,78.0,0
375,-118.26305399999997,-7.117116999999996,3.5399999999999996,0.0,24.0,0.0,48.012848,80.0,0
376,-117.35515700000002,-7.117117000000006,3.607333333333333,0.0,23.9,0.2,39.84872,81.0,0
377,-116.44726099999997,-7.117116999999994,3.533333333333333,0.0,23.8,0.0,39.459952,84.0,0
378,-115.539365,-7.117117000000002,3.55,0.0,24.0,0.0,44.125168,79.0,0
379,-114.631468,-7.117117000000006,3.543333333333333,0.0,23.6,0.0,47.235312,81.0,0
380,-113.723572,-7.117116999999997,3.4986666666666664,0.0,23.6,0.1,43.542016,80.0,0
381,-112.81567599999998,-7.117116999999999,3.392,0.0,23.7,0.1,46.069008,82.0,0
382,-111.90777999999997,-7.117117000000001,3.363333333333333,0.0,23.6,0.0,44.902704,81.0,0
383,-110.99988299999998,-7.117117000000004,3.3733333333333335,0.0,23.4,0.0,44.902704,82.0,0
384,-110.091987,-7.117116999999997,3.3799999999999994,0.0,23.1,0.0,39.84872,80.0,0
385,-109.184091,-7.117117000000006,3.326666666666666,0.0,23.2,0.0,36.544192,80.0,0
386,-122.90756,-6.216216000000005,3.393333333333333,0.0,24.4,0.0,46.263392,78.0,0
387,-122.001331,-6.216216000000003,3.3266666666666667,0.0,24.5,0.0,51.51176,76.0,0
388,-121.095102,-6.216215999999995,3.1799999999999997,0.0,24.2,0.0,47.62408,76.0,0
389,-120.188872,-6.216216000000001,3.013333333333333,0.0,24.1,0.0,46.457775999999996,76.0,0
390,-119.28264300000001,-6.216215999999995,3.4266666666666663,0.0,23.8,0.0,48.401616,80.0,0
391,-118.37641400000001,-6.216216000000007,3.533333333333333,0.0,23.8,0.0,53.066832000000005,78.0,0
392,-117.47018500000001,-6.216216000000007,3.476666666666666,0.0,23.5,0.0,45.874624000000004,81.0,0
393,-116.56395599999999,-6.216216000000004,3.6453333333333333,0.0,23.5,0.1,35.766656,84.0,0
394,-115.657726,-6.216216000000004,3.52,0.0,23.8,0.0,38.293648,82.0,0
395,-114.751497,-6.216215999999999,3.436666666666666,0.0,23.7,0.0,42.958864000000005,81.0,0
396,-113.845268,-6.216215999999996,3.473333333333333,0.0,23.7,0.0,44.902704,82.0,0
397,-112.939039,-6.216215999999998,3.3699999999999997,0.0,23.5,0.0,48.012848,81.0,0
398,-112.03281,-6.216216000000007,3.403333333333333,0.0,23.4,0.0,47.818464000000006,79.0,0
399,-111.12658,-6.216215999999994,3.4366666666666665,0.0,23.4,0.0,46.069008,85.0,0
400,-110.22035099999998,-6.216215999999994,3.44,0.0,23.1,0.0,37.90488,84.0,0
401,-109.31412199999998,-6.216216000000001,3.1199999999999997,0.0,23.2,0.0,36.738575999999995,76.0,0
402,-108.40789300000002,-6.216216,3.4066666666666663,0.0,23.4,0.0,42.570096,78.0,0
403,-107.50166399999999,-6.216216000000005,3.538666666666667,0.0,23.4,0.1,44.513936,82.0,0
404,-106.595434,-6.216215999999998,3.433333333333333,0.0,23.7,0.0,40.043104,82.0,0
405,-120.283759,-5.315315000000001,3.3033333333333332,0.0,24.2,0.0,45.874624000000004,79.0,0
406,-119.37896700000005,-5.315314999999995,3.3886666666666665,0.0,23.9,0.1,45.097088,83.0,0
407,-118.47417600000001,-5.315315000000001,3.3866666666666663,0.0,23.8,0.0,49.762304,80.0,0
408,-117.569384,-5.315314999999992,3.383333333333333,0.0,23.5,0.0,50.734224000000005,81.0,0
409,-116.66459299999998,-5.315314999999997,3.476666666666666,0.0,23.5,0.0,47.235312,81.0,0
410,-115.759801,-5.315314999999996,3.466666666666667,0.0,23.5,0.0,41.403792,82.0,0
411,-114.85501,-5.315315000000001,3.4699999999999998,0.0,23.7,0.0,40.431872,83.0,0
412,-113.950218,-5.315315000000001,3.412,0.0,23.9,0.1,44.125168,84.0,0
413,-113.04542699999999,-5.315314999999995,3.363333333333333,0.0,23.5,0.0,48.012848,81.0,0
414,-112.14063499999999,-5.315314999999993,3.306666666666666,0.0,23.4,0.0,48.984767999999995,80.0,0
415,-111.23584399999999,-5.315315000000001,3.4099999999999997,0.0,23.5,0.0,47.040928,81.0,0
416,-110.331052,-5.315314999999994,3.2966666666666664,0.0,23.5,0.0,38.099264000000005,79.0,0
417,-109.42626099999998,-5.3153149999999965,3.4699999999999998,0.0,23.3,0.0,39.654336,81.0,0
418,-108.521469,-5.315314999999997,3.2966666666666664,0.0,23.2,0.0,40.431872,79.0,0
419,-107.616678,-5.315314999999992,3.59,0.0,23.0,0.0,35.377888,85.0,0
420,-106.711886,-5.315314999999994,3.453333333333333,0.0,23.2,0.0,35.377888,86.0,0
421,-105.807095,-5.315315000000001,3.523333333333333,0.0,23.1,0.0,33.239664000000005,85.0,0
422,-104.90230300000002,-5.315314999999991,3.525333333333333,0.0,23.0,0.1,31.878975999999998,84.0,0
423,-103.997511,-5.315314999999999,3.4666666666666663,0.0,22.8,0.0,38.293648,84.0,0
424,-117.65288,-4.4144140000000025,3.3099999999999996,0.0,23.6,0.0,43.153248,81.0,0
425,-116.749299,-4.414413999999996,3.5599999999999996,0.0,23.4,0.0,41.209407999999996,84.0,0
426,-115.84571699999998,-4.414413999999998,3.46,0.0,23.4,0.0,43.153248,84.0,0
427,-114.94213599999998,-4.414413999999999,3.46,0.0,23.1,0.0,38.293648,84.0,0
428,-114.03855400000002,-4.4144140000000025,3.3866666666666667,0.0,23.4,0.0,39.071184,84.0,0
429,-113.13497300000003,-4.414413999999995,3.415333333333333,0.0,23.6,0.1,43.7364,81.0,0
430,-112.23139099999999,-4.414413999999997,3.312,0.0,23.5,0.1,38.099264000000005,82.0,0
431,-111.32781,-4.414413999999994,3.463333333333333,0.0,23.5,0.0,38.682415999999996,81.0,0
432,-110.42422900000001,-4.414413999999999,3.453333333333333,0.0,23.4,0.0,36.93296,84.0,0
433,-109.520647,-4.414414,3.593333333333333,0.0,23.2,0.0,31.10144,86.0,0
434,-108.617066,-4.414413999999999,3.483333333333333,0.0,22.9,0.0,34.98912,85.0,0
435,-107.71348400000001,-4.4144140000000025,3.6719999999999997,0.0,23.0,0.1,35.183504000000006,88.0,0
436,-106.80990300000002,-4.414413999999999,3.2199999999999998,0.0,22.6,0.0,34.405968,82.0,0
437,-105.906321,-4.414413999999993,3.4186666666666667,0.0,22.5,0.1,32.07336,84.0,0
438,-105.00274,-4.414413999999995,3.536666666666666,0.0,22.2,0.0,29.1576,89.0,0
439,-104.09915800000002,-4.414413999999995,3.5266666666666664,0.0,22.4,0.0,29.740752,86.0,0
440,-103.195577,-4.414413999999996,3.5399999999999996,0.0,22.5,0.0,33.822815999999996,86.0,0
441,-102.291995,-4.414414,3.6966666666666668,0.0,22.5,0.0,35.377888,91.0,0
442,-101.38841400000001,-4.4144140000000025,3.6066666666666665,0.0,22.4,0.0,37.710496,84.0,0
443,-115.01298400000002,-3.5135140000000034,3.0462666786629744,0.0,22.6,0.0,28.574448,92.0,0
444,-114.11038600000002,-3.513513999999998,3.433333333333333,0.0,23.1,0.0,31.295824000000003,86.0,0
445,-113.20778900000002,-3.513513999999996,3.4433333333333334,0.0,23.2,0.0,34.794736,83.0,0
446,-112.30519099999998,-3.513514000000002,3.493333333333333,0.0,23.2,0.0,35.766656,84.0,0
447,-111.402594,-3.513514000000002,3.55,0.0,23.1,0.0,39.459952,85.0,0
448,-110.49999600000001,-3.5135140000000002,3.4099999999999997,0.0,23.0,0.0,40.626256,85.0,0
449,-109.597399,-3.5135140000000002,3.5786666666666664,0.0,23.0,0.1,33.628432000000004,84.0,0
450,-108.69480200000001,-3.513513999999999,3.5733333333333333,0.0,22.6,0.0,38.488032000000004,86.0,0
451,-107.792204,-3.5135140000000016,3.453333333333333,0.0,22.7,0.0,32.267744,84.0,0
452,-106.88960700000001,-3.5135139999999936,3.5066666666666664,0.0,22.4,0.0,37.321728,86.0,0
453,-105.987009,-3.513513999999995,3.51,0.0,22.1,0.0,28.380064,89.0,0
454,-105.08441199999999,-3.513513999999999,3.533333333333333,0.0,22.1,0.0,25.075536,86.0,0
455,-104.18181399999999,-3.5135139999999994,3.64,0.0,22.1,0.0,32.850896,90.0,0
456,-103.27921699999999,-3.5135139999999945,3.6366666666666667,0.0,22.5,0.0,34.405968,89.0,0
457,-102.37661899999999,-3.5135140000000007,3.6799999999999997,0.0,22.1,0.0,27.21376,88.0,0
458,-101.474022,-3.5135139999999976,3.5,0.0,22.0,0.0,29.740752,82.0,0
459,-100.57142499999999,-3.513514000000001,3.4799999999999995,0.0,22.0,0.0,30.323904,86.0,0
460,-99.66882699999998,-3.5135140000000002,3.523333333333333,0.0,22.1,0.0,32.656512,87.0,0
461,-98.76623,-3.5135139999999936,3.55,0.0,22.0,0.0,34.794736,89.0,0
462,-112.362127,-2.6126129999999943,3.366189757893034,0.0,22.8,0.0,34.405968,89.0,0
463,-111.460289,-2.612612999999996,3.4999999999999996,0.0,23.3,0.0,32.267744,86.0,0
464,-110.55844999999997,-2.612612999999998,3.456112837123093,0.0,23.0,0.0,37.516112,83.0,0
465,-109.656612,-2.6126130000000023,3.545333333333333,0.0,22.6,0.1,41.79256,88.0,0
466,-108.75477399999998,-2.612612999999997,3.342801041605343,0.0,22.3,0.0,39.654336,84.0,0
467,-107.85293499999999,-2.6126129999999983,3.2199999999999998,0.0,22.4,0.0,36.544192,82.0,0
468,-106.951097,-2.612613000000004,3.413333333333333,0.0,22.2,0.0,39.071184,84.0,0
469,-106.04925899999999,-2.6126129999999983,3.453333333333333,0.0,22.0,0.0,29.546367999999998,86.0,0
470,-105.14742,-2.6126130000000023,3.63,0.0,21.8,0.0,27.796912000000003,89.0,0
471,-104.24558200000001,-2.6126129999999996,3.6113815636742914,0.0,21.9,0.0,24.298000000000002,90.0,0
472,-103.34374400000002,-2.6126129999999956,3.5999999999999996,0.0,22.0,0.0,26.047456,88.0,0
473,-102.44190599999999,-2.612613,3.5066666666666664,0.0,22.1,0.0,31.878975999999998,84.0,0
474,-101.54006699999998,-2.612613000000001,3.52,0.0,22.0,0.0,34.211584,82.0,0
475,-100.638229,-2.6126129999999983,3.653333333333333,0.0,22.0,0.0,28.574448,88.0,0
476,-99.73639099999998,-2.612612999999996,3.5799999999999996,0.0,21.9,0.0,34.794736,88.0,0
477,-98.834552,-2.612612999999998,3.5666666666666664,0.0,21.5,0.0,27.408144,88.0,0
478,-97.932714,-2.6126130000000014,3.4028348867441167,0.0,21.4,0.0,29.935136,93.0,0
479,-97.030876,-2.6126130000000014,3.6194461704564267,0.0,21.4,0.0,26.24184,90.0,0
480,-96.12903700000001,-2.612613,3.5566666666666666,0.0,21.4,0.0,26.436224,93.0,0
481,-109.698359,-1.7117120000000072,3.473333333333333,0.0,22.5,0.0,36.93296,86.0,0
482,-108.797056,-1.7117119999999986,3.4866666666666664,0.0,22.5,0.0,37.127344,84.0,0
483,-107.89575300000001,-1.711712000000004,3.159569243688331,0.0,22.2,0.0,36.544192,84.0,0
484,-106.99445,-1.7117119999999963,3.583333333333333,0.0,22.0,0.0,37.321728,83.0,0
485,-106.093147,-1.711711999999998,3.5599999999999996,0.0,21.9,0.0,36.349807999999996,86.0,0
486,-105.191844,-1.7117119999999992,3.1096338571350817,0.0,21.5,0.0,26.047456,94.0,0
487,-104.290541,-1.7117120000000001,3.6494584777796173,0.0,21.6,0.0,25.853072,93.0,0
488,-103.38923799999999,-1.7117119999999946,3.703333333333333,0.0,21.8,0.0,29.740752,93.0,0
489,-102.487935,-1.711711999999999,3.56,0.0,21.9,0.0,34.98912,90.0,0
490,-101.586632,-1.7117120000000035,3.4499999999999997,0.0,21.9,0.0,41.015024000000004,85.0,0
491,-100.68532899999998,-1.711711999999995,3.6095015534107833,0.0,21.7,0.0,29.740752,95.0,0
492,-99.78402500000001,-1.7117119999999992,3.243333333333333,0.0,21.5,0.0,27.408144,89.0,0
493,-98.88272200000002,-1.711712000000003,3.582801041605343,0.0,21.5,0.0,25.26992,92.0,0
494,-97.98141899999999,-1.7117119999999983,3.566968229407912,0.0,21.3,0.0,21.771008,93.0,0
495,-97.08011600000002,-1.7117120000000001,3.641403101489875,0.0,21.1,0.0,22.548544,94.0,0
496,-96.178813,-1.7117119999999977,3.6352707777717304,0.0,21.0,0.0,23.131696,93.0,0
497,-95.27751,-1.711712000000001,3.5966666666666667,0.0,21.0,0.0,29.1576,91.0,0
498,-94.37620699999998,-1.7117120000000017,3.5966666666666662,0.0,20.8,0.0,33.434048,93.0,0
499,-93.474904,-1.7117119999999986,3.7866666666666666,0.0,20.5,0.0,32.850896,94.0,0
500,-107.01972000000002,-0.8108109999999996,3.4499999999999997,0.0,21.9,0.0,34.98912,87.0,0
501,-106.118729,-0.810811000000003,2.7563774445716893,0.0,21.4,0.0,28.574448,89.0,0
502,-105.217737,-0.810810999999998,3.3628902696984744,0.0,21.4,0.0,27.408144,93.0,0
503,-104.31674600000001,-0.8108110000000014,3.0329118075140573,0.0,21.5,0.0,34.98912,87.0,0
504,-103.41575499999999,-0.8108109999999973,3.2929118075140575,0.0,21.4,0.0,29.351983999999998,93.0,0
505,-102.514764,-0.8108109999999952,3.3928564245597004,0.0,21.5,0.0,32.850896,91.0,0
506,-101.61377299999998,-0.8108109999999948,3.3895015534107835,0.0,21.3,0.0,29.1576,87.0,0
507,-100.712782,-0.8108109999999973,3.356202065216224,0.0,21.4,0.0,31.878975999999998,92.0,0
508,-99.811791,-0.8108110000000006,3.443634896074579,0.0,21.3,0.0,21.771008,90.0,0
509,-98.9108,-0.8108109999999966,3.131494380803538,0.0,20.9,0.0,21.38224,90.0,0
510,-98.00980800000002,-0.8108109999999994,3.3414800222598156,0.0,21.1,0.0,20.799087999999998,93.0,0
511,-97.10881699999999,-0.8108109999999986,3.622499512187175,0.0,21.0,0.0,24.492383999999998,94.0,0
512,-96.207826,-0.8108109999999945,3.5952851363154523,0.0,21.0,0.0,21.965392,93.0,0
513,-95.306835,-0.8108110000000001,3.8,0.0,20.6,0.0,25.075536,94.0,0
514,-94.40584400000002,-0.8108109999999973,3.7466666666666666,0.0,20.5,0.0,28.963216,94.0,0
515,-93.504853,-0.8108110000000013,3.6399999999999997,0.0,20.2,0.0,29.740752,94.0,0
516,-92.603862,-0.8108109999999993,3.5933333333333333,0.0,20.1,0.0,34.98912,94.0,0
517,-91.702871,-0.8108109999999976,3.57,0.0,20.1,0.0,47.818464000000006,95.0,0
518,-104.32423100000001,0.09009000000000113,3.6033333333333335,0.0,21.8,0.0,29.935136,89.0,0
519,-103.423329,0.09008999999999918,3.543333333333333,0.0,21.8,0.0,32.656512,87.0,0
520,-102.52242700000001,0.09009000000000081,3.563333333333333,0.0,21.9,0.0,34.600352,87.0,0
521,-101.62152499999999,0.09009000000000571,3.5566666666666666,0.0,21.5,0.0,30.12952,85.0,0
522,-100.72062300000002,0.09008999999999748,3.6833333333333327,0.0,21.6,0.0,40.626256,89.0,0
523,-99.819721,0.09009000000000027,3.5799999999999996,0.0,21.8,0.0,45.291472,86.0,0
524,-98.91881899999998,0.09009000000000261,3.6999999999999997,0.0,22.0,0.0,45.68024,88.0,0
525,-98.017917,0.09009000000000096,3.6466666666666665,0.0,21.8,0.0,39.459952,86.0,0
526,-97.117015,0.09008999999999806,3.6499999999999995,0.0,21.4,0.0,41.209407999999996,87.0,0
527,-96.216113,0.09008999999999705,3.71,0.0,21.0,0.0,33.239664000000005,89.0,0
528,-95.315211,0.09009000000000256,3.7666666666666666,0.0,21.1,0.0,34.0172,92.0,0
529,-94.414309,0.09008999999999878,3.783333333333333,0.0,21.0,0.0,38.099264000000005,93.0,0
530,-93.513407,0.09009000000000332,3.7333333333333334,0.0,21.0,0.0,47.235312,90.0,0
531,-92.612505,0.09009000000000177,3.7333333333333334,0.0,21.0,0.0,52.48368,90.0,0
532,-91.711603,0.09008999999999943,3.75,1.4785621103378865,20.7,0.0,50.53984,91.0,16
533,-90.810701,0.09008999999999805,3.6,0.0,23.5,0.0,43.930784,82.0,0
534,-89.909799,0.09008999999999888,3.6133333333333333,2.2894841419643375,23.1,0.0,55.982592000000004,86.0,26
535,-89.008897,0.09008999999999963,3.6133333333333333,0.0,23.2,0.0,56.176975999999996,84.0,0
536,-101.60989699999999,0.9909910000000048,3.5733333333333333,0.0,22.3,0.0,45.485856,84.0,0
537,-100.708861,0.990991000000004,3.5266666666666664,0.0,22.6,0.0,41.209407999999996,82.0,0
538,-99.807825,0.9909910000000048,3.57,0.0,22.9,0.0,43.7364,83.0,0
539,-98.90679000000002,0.9909909999999996,3.6033333333333335,0.0,23.2,0.0,47.040928,83.0,0
540,-98.005754,0.9909910000000008,3.503333333333333,0.0,23.0,0.0,50.734224000000005,81.0,0
541,-97.104718,0.9909910000000048,3.6166666666666667,0.0,22.9,0.0,57.732048,83.0,0
542,-96.20368300000001,0.9909909999999996,3.6333333333333333,0.0,22.1,0.0,58.509584000000004,84.0,0
543,-95.30264699999998,0.9909910000000036,3.6999999999999997,0.0,21.9,0.0,54.816288,88.0,0
544,-94.40161099999999,0.9909910000000034,3.716666666666667,0.0,22.0,0.0,52.48368,89.0,0
