cluster,longitude,latitude
0,-145.27761659897354,-17.038536235769406
1,7.811857,36.82139200000001
2,-64.46389,9.431943999999994
3,-77.54604490087152,8.361325276408643
4,-13.435874934744602,28.934870046473815
5,-75.92566538165549,5.581081580958328
6,-74.80853709477634,7.071355680122934
7,-9.55589500000002,30.378325999999998
8,-69.23333,9.552222000000002
9,-146.16372494185015,-14.433000306587273
10,-3.6912373883816083,35.202569467138815
11,3.2116700000000042,36.700579999999995
12,-146.08332999999996,-15.416667
13,-76.61670040444682,8.687515860408688
14,-71.43166,7.033056
15,-70.85051481966487,7.200783792598557
16,-146.56889745530145,-15.237641406327066
17,-75.33536012121385,8.329677938575689
18,-73.53904146354843,8.34541269681701
19,-73.21570535585246,6.997356516148871
20,-78.20283616267373,7.46020904929684
21,-0.2257365293894041,35.243879744099466
22,-59.487835000000004,13.080732
23,-77.49233558719892,6.432145579762515
24,5.083332999999988,36.74999999999999
25,-64.71062962136075,10.053969694067865
26,6.183332999999996,35.566666000000005
27,-70.22111,8.618055999999997
28,-68.27687,12.133402999999994
29,-61.22104179795484,12.749875757906208
30,-69.33459378960684,10.02313439035697
31,5.738055999999997,34.79332999999999
32,4.162206523354144,35.19594954454498
33,9.013672659286382,39.30216101475979
34,-75.25,7.600000000000001
35,-7.416364051276746,33.49090695105227
36,-2.259532613949067,31.634699987596786
37,-71.62671447135928,10.61330364002559
38,-67.03056489378632,10.699290232177212
39,1.3316669999999566,36.21222299999998
40,-74.02548931152518,6.439876729416603
41,-67.43333399999999,8.933333000000001
42,-76.66332999999999,5.079167000000004
43,-75.80031034656288,4.801594503858131
44,-80.43333399999999,7.9666670000000055
45,-72.29011246689531,7.836684214429364
46,-64.19194000000002,10.447778000000001
47,-63.372780234100915,10.779904596976309
48,-68.95706,12.184615000000003
49,-70.88636756804264,10.983790638700995
50,-74.76993264885587,9.277414317730322
51,-69.681946,11.415833
52,6.441625257266501,36.20652837731252
53,-73.10926945969126,10.008362469751207
54,-74.816666,7.616667000000001
55,1.094105000000019,33.71780400000001
56,-73.76652833154755,7.156565159823672
57,-64.18001285149968,8.97720791181561
58,-75.58731047826716,6.262176398512794
59,-69.53333,7.166667000000001
60,-4.399999999999993,31.949999999999992
61,-9.673546137548822,31.509566365172773
62,-13.105043748857018,27.125257209371508
63,-145.33333000000002,-16.683332000000004
64,-145.65224999999998,-16.05348599999999
65,-60.94414178372895,14.550285947346804
66,-4.982137999999989,33.93079000000001
67,-141.6917421941973,-16.088023721977443
68,-140.16446000000002,-15.99095000000001
69,-13.869893000000005,28.450605000000007
70,8.768128322666666,34.37052247793858
71,5.883333000000027,36.800000000000004
72,-10.12087925656697,28.967816883401177
73,-17.200000000000006,28.016665999999994
74,-61.78611,12.004167000000006
75,-90.282776,-0.4347219999999964
76,-62.29999999999999,10.566666999999999
77,-69.67589372437367,9.062196357143524
78,-142.53333999999998,-17.533332999999992
79,-141.07164020144953,-17.99514966018108
80,3.199999999999979,33.16666800000002
81,-72.63333,6.033333000000002
82,-77.74999999999999,7.116667000000003
83,-145.11667,-15.766667000000007
84,-146.66667,-15.783332999999997
85,-144.38318808371537,-16.23279974039447
86,-71.40258039589003,8.577833995015482
87,2.983332999999991,33.833332000000006
88,-15.544058836870738,27.97851957124374
89,-75.83743558317197,8.985844737307904
90,-66.77308581774903,11.817568443047186
91,-70.3135951677098,11.789519513840844
92,-72.24167,11.391666999999996
93,-5.533332999999998,33.88333
94,10.753154999999975,35.761080000000014
95,-143.65436,-16.587921000000005
96,-2.9574730000000145,35.27707699999999
97,-74.94811072142647,5.356090862348227
98,0.0833329999999935,35.900000000000006
99,-63.03140466694784,9.874726371818042
100,-68.05421043451247,10.377831428680313
101,-0.2830560000000308,33.521942
102,-74.62686259662674,6.261622700860562
103,-141.73052055747192,-14.2455924842993
104,10.582641729680287,36.10109709473779
105,-3.0283329999999884,34.988888
106,-146.30620842752154,-16.12405739298439
107,-6.656140451632655,34.209117204418256
108,-77.28333000000002,5.699999999999999
109,-0.6083320548325161,35.623897465065994
110,-79.566666,8.666667
111,-1.9333329999999929,34.783333000000006
112,-5.8524559999999965,30.267142999999994
113,-7.001444384229015,30.818767636233776
114,-79.21667,8.983332999999998
115,-62.112153792748884,9.983356445974458
116,-138.96665999999993,-14.749999999999993
117,-74.79072908532731,9.89166729803852
118,-63.968990000000005,10.917189
119,11.90136815225333,36.92028850470519
120,-61.33941299999999,10.602089
121,-70.14208131661414,7.431984666047133
122,5.24050370244841,36.15380855269449
123,-8.026902000000012,31.601874999999996
124,-147.65915,-14.95633399999999
125,-80.85111684490309,8.095393030074963
126,-145.35475918641657,-15.38678986758193
127,-71.14900867958437,6.3482038656953454
128,-142.40999419823146,-16.0072753546812
129,-71.9,6.9166669999999995
130,-71.166664,7.783332999999998
131,10.683333000000008,34.71666700000001
132,-67.43916,7.885278
133,-10.200000000000014,29.4
134,-73.01667,10.766667000000004
135,-60.98225349728937,13.751993751008861
136,-68.75388999999998,10.280278
137,-73.0,7.666667
138,-71.71441077418191,9.110876193013047
139,-73.06810700020058,5.606099334787182
140,-17.755555999999988,28.626389
141,-60.78521393377827,11.026719621384984
142,8.66394689260972,37.002838610497776
143,8.14999999999999,35.46666700000001
144,-16.34598200000001,28.488056
145,-16.645933685535745,28.031251073035584
146,-72.73333,8.633333000000002
147,1.350000000000005,35.466667
148,-138.33333,-17.283333
149,-145.0264,-14.457748999999993
150,-1.3950583808506758,35.120992521503986
151,-71.76667,6.5000000000000036
152,8.133333000000002,33.916667999999994
153,-11.083333000000009,28.450000000000003
154,10.217089999999983,36.847622000000015
155,-76.73251865269674,5.593030001677262
156,-76.18333400000002,6.333333000000002
157,-70.15376245744523,10.091673918418756
158,-17.8125242463524,27.91604536715896
159,-65.97167521494332,9.16024414202278
160,-70.54997920763336,9.219135385633049
161,-73.25278,10.436666999999998
162,-80.00277374692938,8.287071847619856
163,-147.459071,-19.72973
164,-146.501984,-19.729730000000004
165,-145.544898,-19.72973
166,-144.587812,-19.729730000000014
167,-148.58939399999997,-18.828829
168,-147.63755800000004,-18.828828999999995
169,-146.68572099999997,-18.828828999999995
170,-145.733885,-18.828829000000002
171,-144.78204799999995,-18.828829000000002
172,-143.830212,-18.828829
173,-142.878375,-18.828829
174,-141.92653799999997,-18.828828999999995
175,-148.753059,-17.927928
176,-147.80618199999998,-17.927927999999994
177,-146.859305,-17.927928
178,-145.912428,-17.927927999999987
179,-144.96555099999998,-17.92792799999999
180,-144.01867399999998,-17.927927999999987
181,-143.07179699999998,-17.927927999999984
182,-142.12491999999997,-17.927927999999998
183,-140.231166,-17.92792800000001
184,-148.90737899999996,-17.027027
185,-147.96517899999998,-17.027026999999986
186,-147.02297800000002,-17.027027000000004
187,-146.080777,-17.02702699999999
188,-144.19637599999996,-17.027027
189,-143.254175,-17.027027000000004
190,-142.311975,-17.027026999999986
191,-141.36977399999998,-17.027027
192,-140.42757299999997,-17.02702699999999
193,-139.48537300000004,-17.027027
194,-138.54317199999994,-17.027026999999986
195,-137.600972,-17.027027000000004
196,-148.11476799999997,-16.126126
197,-147.176968,-16.126126000000006
198,-145.30136599999997,-16.12612600000001
199,-143.425764,-16.126126000000006
200,-140.612361,-16.126125999999992
201,-139.67455999999999,-16.126126000000006
202,-138.736759,-16.126126000000006
203,-137.798958,-16.126126000000006
204,-136.86115700000002,-16.126126000000006
205,-135.92335599999998,-16.126126
206,-134.985556,-16.126125999999992
207,-147.321484,-15.225224999999996
208,-144.520469,-15.225225000000004
209,-143.58679699999996,-15.225225
210,-142.653125,-15.225224999999996
211,-141.719453,-15.225225000000007
212,-140.785781,-15.225224999999993
213,-139.852109,-15.225224999999993
214,-138.918437,-15.225224999999993
215,-137.984765,-15.225224999999988
216,-137.051094,-15.225224999999996
217,-136.117422,-15.225225
218,-135.18375,-15.225224999999993
219,-134.25007799999997,-15.225224999999991
220,-133.316406,-15.225224999999993
221,-132.382734,-15.225224999999988
